year,make,model,trim,transmission,state,odometer,color,interior,seller,selling_price
2013,Toyota,Camry,LE,automatic,Texas,56042.0,white,black,the hertz corporation,13200.0
2007,Chevrolet,Silverado 1500,Work Truck,automatic,Texas,96362.0,black,black,gunn honda,14400.0
2013,Chrysler,200,Touring,automatic,Texas,19486.0,red,tan,first investors servicing corp,12800.0
2007,GMC,Sierra 1500,SLE1,automatic,Texas,104946.0,silver,silver,beck & masten pontiac gmc buick gulf freeway,9000.0
2009,Ford,Fusion,SE,automatic,Texas,100715.0,blue,gray,gm financial,4800.0
2001,Ford,Windstar,LX,automatic,Texas,124675.0,blue,gray,purple heart,250.0
2013,Chrysler,200,LX,automatic,Texas,49887.0,blue,black,avis corporation,10500.0
2012,Ram,1500,ST,automatic,Texas,32372.0,silver,black,gm financial,20600.0
2014,Kia,Optima,LX,automatic,Texas,33221.0,burgundy,tan,avis corporation,14600.0
2003,Jeep,Grand Cherokee,Laredo,automatic,Texas,190482.0,red,gray,mid atlantic finance /clearwater,500.0
2012,Nissan,Sentra,2,automatic,Texas,46346.0,black,gray,santander consumer,8400.0
2013,Dodge,Avenger,SE,automatic,Texas,51486.0,blue,beige,santander consumer,7700.0
2013,Infiniti,G Coupe,G37x,automatic,Texas,19000.0,black,black,nissan dealer blend/demaagd nissan,26200.0
2012,Mercedes-Benz,C-Class,C250,automatic,Texas,21296.0,gray,black,mercedes-benz financial services,22500.0
2013,Ford,Expedition,Limited,automatic,Texas,62137.0,black,black,ford motor credit company llc,27500.0
2010,Hyundai,Santa Fe,SE,automatic,Texas,50180.0,silver,gray,d&m leasing,12300.0
2008,Dodge,Avenger,SE,automatic,Texas,153673.0,white,gray,caprock auto remarketing,1900.0
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,automatic,Texas,25741.0,—,gray,avis budget group,19000.0
1994,Chevrolet,Suburban,1500,automatic,Texas,251734.0,gray,gray,north central ford,450.0
2014,Ford,Mustang,V6,automatic,Texas,34694.0,silver,black,avis corporation,18000.0
2011,Ford,F-150,XLT,automatic,Texas,50443.0,red,gray,music city autoplex llc,21750.0
2006,Dodge,Ram Pickup 2500,SLT,automatic,Texas,109420.0,red,gray,winter motor company inc,23100.0
2011,Ford,Fusion,SE,automatic,Texas,114164.0,gray,black,remarketing by ge/ge capital solutions,6500.0
2012,Ford,Fusion,SE,automatic,Texas,65847.0,silver,black,wheels exchange llc,9000.0
2009,Ford,Fusion,SEL,automatic,Texas,85121.0,black,black,fairway ford henderson,8200.0
2011,Nissan,Altima,2.5 S,automatic,Texas,83890.0,white,beige,mike albert fleet solutions,9600.0
2008,Ford,F-250 Super Duty,Lariat,automatic,Texas,197322.0,white,tan,wisdom motor company,15000.0
2005,Buick,Rainier,CXL,automatic,Texas,147987.0,gray,gray,autonation ford south fort worth,1500.0
