year,make,model,trim,transmission,state,odometer,color,interior,seller,selling_price
2010,Toyota,Camry,Base,UNKNOWN,Pennsylvania,66113.0,silver,gray,us bank,7900.0
2014,Mazda,CX-5,Touring,UNKNOWN,Pennsylvania,36853.0,gray,black,avis rent a car/barbush rentals,19200.0
2002,Hyundai,Accent,GL,automatic,Pennsylvania,93812.0,white,gray,1 cochran of monroeville,1500.0
2007,GMC,Yukon,SLE,automatic,Pennsylvania,191340.0,gray,black,congers auto sales inc,8200.0
2014,Ford,Focus,SE,automatic,Pennsylvania,40413.0,red,black,ars/avis budget group,11900.0
2013,Chevrolet,Malibu,LT,automatic,Pennsylvania,39022.0,black,black,exceptional motorcars ltd,13600.0
2011,Honda,CR-V,EX-L,automatic,Pennsylvania,41739.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,17700.0
2011,Nissan,Maxima,3.5 SV,UNKNOWN,Pennsylvania,21875.0,white,beige,nissan-infiniti lt,16600.0
2014,Honda,Pilot,LX,automatic,Pennsylvania,5397.0,black,gray,ahfc/honda lease trust/hvt  inc.,23100.0
2011,Volkswagen,Tiguan,S 4Motion,UNKNOWN,Pennsylvania,63236.0,black,black,tsj auto brokers inc,15300.0
2012,Toyota,RAV4,Base,automatic,Pennsylvania,26336.0,brown,beige,piazza acura of reading,17900.0
2012,Nissan,Rogue,S,UNKNOWN,Pennsylvania,15392.0,off-white,gray,nissan-infiniti lt,15700.0
2012,GMC,Acadia,SLE,UNKNOWN,Pennsylvania,59669.0,black,black,fiserv/usb dealer services northstar exchange,19600.0
2014,Ford,F-150,XL,automatic,Pennsylvania,12506.0,white,gray,u-haul,17800.0
2011,Toyota,Camry,Base,manual,Pennsylvania,49477.0,silver,gray,adcock brothers inc,10900.0
2014,Ford,Focus,SE,UNKNOWN,Pennsylvania,39657.0,black,black,avis corporation,12000.0
2013,Mercedes-Benz,GLK-Class,GLK350 4MATIC,automatic,Pennsylvania,34282.0,black,black,td auto finance,26300.0
2011,Cadillac,DTS,Premium,automatic,Pennsylvania,67562.0,white,gray,gm financial,14000.0
2012,Nissan,Rogue,SV,UNKNOWN,Pennsylvania,51155.0,blue,gray,nissan-infiniti lt,16000.0
2013,BMW,X5,xDrive35i,UNKNOWN,Pennsylvania,39078.0,gray,black,avis corporation,31400.0
2012,Cadillac,SRX,Luxury,UNKNOWN,Pennsylvania,24440.0,brown,gray,gm financial leasing,23400.0
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,UNKNOWN,Pennsylvania,17581.0,black,beige,mercedes-benz financial services,24500.0
2013,Toyota,Avalon,XLE,UNKNOWN,Pennsylvania,56214.0,red,black,the hertz corporation,15500.0
2005,Mazda,Mazda6,i Sport,UNKNOWN,Pennsylvania,169242.0,silver,black,criswell honda,1300.0
2015,Kia,Soul,+,UNKNOWN,Pennsylvania,11208.0,white,black,general american rentals,13900.0
2014,Ford,F-150,XL,automatic,Pennsylvania,4791.0,white,gray,u-haul,17200.0
2012,Hyundai,Sonata,GLS,automatic,Pennsylvania,43605.0,black,black,hyundai motor finance,10200.0
2012,Honda,Odyssey,EX,automatic,Pennsylvania,44702.0,black,gray,ahfc/honda lease trust/hvt  inc. eot,18000.0
2012,Toyota,Venza,XLE,automatic,Pennsylvania,41337.0,gray,tan,peter stallone auto sales inc,20000.0
2014,Mitsubishi,Lancer,ES,automatic,Pennsylvania,2863.0,blue,black,jpmorgan chase bank n.a.,11400.0
2014,Ford,Focus,SE,automatic,Pennsylvania,17790.0,blue,black,avis budget group,12900.0
2014,Dodge,Journey,SXT,UNKNOWN,Pennsylvania,10821.0,white,beige,pv holding inc/gdp,18700.0
2013,Nissan,Altima,2.5,automatic,Pennsylvania,36437.0,brown,black,nissan-infiniti lt,12800.0
2012,Ford,Escape,XLT,automatic,Pennsylvania,14491.0,gray,black,ford motor credit company llc,18600.0
2012,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Pennsylvania,73005.0,black,gray,financial services remarketing (lease),33000.0
2012,Jaguar,XJ,Base,UNKNOWN,Pennsylvania,43681.0,blue,black,jpmorgan chase bank n.a.,38250.0
2007,Cadillac,SRX,V6,UNKNOWN,Pennsylvania,76437.0,silver,gray,charles & son auto sls inc,9200.0
2013,Kia,Rio,LX,automatic,Pennsylvania,58693.0,silver,gray,dtg operations inc,7400.0
2006,Ford,Explorer,Eddie Bauer,automatic,Pennsylvania,126934.0,blue,tan,faulkner toyota,6100.0
2010,Mercedes-Benz,E-Class,E350 4MATIC,automatic,Pennsylvania,84595.0,black,beige,national credit union administration/asset mgmt,17400.0
2012,Audi,S5,Premium Plus quattro,UNKNOWN,Pennsylvania,35202.0,white,brown,tsj auto brokers inc,30000.0
2012,Ford,Fusion,S,automatic,Pennsylvania,77824.0,—,beige,lease plan usa,7800.0
2011,Chevrolet,Malibu,LS,UNKNOWN,Pennsylvania,37262.0,beige,beige,fiserv/usb dealer services northstar exchange,7200.0
2013,Toyota,Corolla,S,automatic,Pennsylvania,49540.0,gray,black,the hertz corporation,11600.0
2012,Hyundai,Sonata,GLS,UNKNOWN,Pennsylvania,37875.0,blue,gray,alans autos,10500.0
2013,Dodge,Avenger,SE,automatic,Pennsylvania,51923.0,gray,black,the hertz corporation,9400.0
2014,Ford,Focus,SE,UNKNOWN,Pennsylvania,31980.0,white,beige,ars/enterprise rac,11400.0
2014,Nissan,Frontier,SV,UNKNOWN,Pennsylvania,15414.0,silver,gray,parkway nissan lincoln mercury,21800.0
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,UNKNOWN,Pennsylvania,38880.0,black,black,mercedes-benz financial services,22250.0
2013,Mercedes-Benz,CLS-Class,CLS550 4MATIC,UNKNOWN,Pennsylvania,16357.0,—,black,mercedes-benz financial services,48000.0
2014,Dodge,Grand Caravan,R/T,UNKNOWN,Pennsylvania,18867.0,white,black,enterprise holdings/gdp,18900.0
2015,Ford,Explorer,Limited,UNKNOWN,Pennsylvania,13451.0,black,black,ars/enterprise rac,32700.0
2010,GMC,Acadia,SLT-2,automatic,Pennsylvania,31080.0,gold,beige,tdaf remarketing,18400.0
2012,Nissan,Altima,2.5 S,automatic,Pennsylvania,37237.0,gray,black,nissan-infiniti lt,9800.0
2012,Nissan,Maxima,3.5 SV,UNKNOWN,Pennsylvania,38523.0,white,tan,nissan-infiniti lt,12600.0
2012,BMW,X5,xDrive35i Premium,UNKNOWN,Pennsylvania,44091.0,gray,black,financial services remarketing (lease),37000.0
2012,Porsche,Cayenne,S Hybrid,UNKNOWN,Pennsylvania,24754.0,white,black,bard whls,45250.0
2012,Nissan,Rogue,SV,UNKNOWN,Pennsylvania,31395.0,gray,black,nissan-infiniti lt,14700.0
2006,BMW,X3,3.0i,UNKNOWN,Pennsylvania,37099.0,silver,beige,bmw of manhattan inc,11700.0
2014,Mercedes-Benz,E-Class,E250 Luxury BlueTEC 4MATIC,UNKNOWN,Pennsylvania,3977.0,silver,black,mercedes-benz usa,43400.0
2009,Nissan,Pathfinder,SE,UNKNOWN,Pennsylvania,77147.0,white,beige,auto select inc,12900.0
2013,Hyundai,Elantra,Limited,UNKNOWN,Pennsylvania,22965.0,white,tan,hyundai motor finance,14900.0
2012,Honda,Civic,EX,automatic,Pennsylvania,13943.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,11700.0
2011,Honda,Accord,EX-L,UNKNOWN,Pennsylvania,31112.0,black,black,ahfc/honda lease trust/hvt  inc. eot,14600.0
2011,Hyundai,Santa Fe,SE,UNKNOWN,Pennsylvania,95672.0,black,black,j magnone auto group llc,10600.0
2012,Hyundai,Genesis,3.8,UNKNOWN,Pennsylvania,37620.0,blue,tan,hyundai motor finance,19300.0
2013,Chevrolet,Cruze,LS,UNKNOWN,Pennsylvania,1504.0,silver,gray,gm financial leasing,12400.0
2010,Mercedes-Benz,Sprinter,2500 144 WB Cargo,automatic,Pennsylvania,13778.0,white,gray,mercedes-benz usa,19000.0
2012,Volkswagen,Jetta,SE PZEV,manual,Pennsylvania,32202.0,gray,black,vw credit,8700.0
2012,Infiniti,M,M37x,UNKNOWN,Pennsylvania,81178.0,gray,black,nissan infiniti lt,18300.0
2013,Buick,Verano,Base,UNKNOWN,Pennsylvania,25622.0,brown,beige,gm financial leasing,13900.0
2012,Chevrolet,Equinox,LS,UNKNOWN,Pennsylvania,53036.0,silver,black,westfall auto sales,12800.0
2008,BMW,3 Series,328xi,UNKNOWN,Pennsylvania,116531.0,blue,beige,prestige lexus,7000.0
2008,Ford,Expedition,Limited,UNKNOWN,Pennsylvania,64432.0,silver,black,mwm motors inc,18800.0
2012,Nissan,Rogue,SV,UNKNOWN,Pennsylvania,26834.0,gray,black,nissan-infiniti lt,18800.0
2008,Infiniti,G35,x,UNKNOWN,Pennsylvania,133378.0,silver,gray,jim coleman cadillac infiniti,9000.0
2012,Honda,Accord,EX,UNKNOWN,Pennsylvania,22802.0,gray,—,ahfc/honda lease trust/hvt  inc. eot,14100.0
2015,Kia,Soul,+,UNKNOWN,Pennsylvania,11780.0,brown,black,general american rentals,13900.0
2012,Honda,Odyssey,EX-L,UNKNOWN,Pennsylvania,37914.0,white,beige,kentland car co inc,23800.0
2012,Dodge,Charger,SE,UNKNOWN,Pennsylvania,75293.0,white,gray,td auto finance,11700.0
2013,Kia,Optima,LX,UNKNOWN,Pennsylvania,52875.0,silver,gray,the hertz corporation,10700.0
2013,Hyundai,Accent,GLS,UNKNOWN,Pennsylvania,29550.0,blue,beige,remarketing by ge/flagship credit acceptance,7500.0
2012,Ford,Focus,SE,automatic,Pennsylvania,37380.0,silver,gray,westbury jeep chrysler dodge inc,9500.0
2013,Honda,Pilot,EX-L,automatic,Pennsylvania,18980.0,black,gray,ray price honda mazda volvo,27600.0
2006,Buick,Lucerne,CXS,automatic,Pennsylvania,100758.0,silver,black,adcock brothers inc,5000.0
2014,Dodge,Journey,SXT,automatic,Pennsylvania,17400.0,gray,black,advantage opco llc,18200.0
2013,Honda,Pilot,EX-L w/Rear Entertainment,automatic,Pennsylvania,24924.0,black,gray,royal coast auto inc,26300.0
2012,Chrysler,Town and Country,Touring,automatic,Pennsylvania,16226.0,black,black,westbury jeep chrysler dodge inc,16250.0
2010,Honda,Accord,EX-L V-6,automatic,Pennsylvania,144944.0,burgundy,tan,1 cochran of monroeville,8600.0
2005,Honda,Accord,EX,automatic,Pennsylvania,151120.0,red,black,criswell honda,4000.0
2009,Chevrolet,Corvette,Base,automatic,Pennsylvania,2967.0,white,black,r hollenshead auto sales inc,33200.0
2011,Ford,Explorer,Limited,automatic,Pennsylvania,42177.0,burgundy,beige,twin willows ii inc,24000.0
2013,Hyundai,Santa Fe,Sport,UNKNOWN,Pennsylvania,28630.0,gray,gray,hyundai motor finance,20900.0
2012,Dodge,Grand Caravan,American Value Package,automatic,Pennsylvania,23813.0,red,black,joe ball pontiac gmc commercial trucks,13100.0
2008,GMC,Acadia,SLT-1,UNKNOWN,Pennsylvania,65632.0,blue,tan,criswell honda,11900.0
2011,Mazda,CX-7,i Sport,UNKNOWN,Pennsylvania,50906.0,—,beige,salerno duane infiniti llc,12200.0
2012,Acura,TL,SH-AWD,UNKNOWN,Pennsylvania,38542.0,silver,black,ahfc/honda lease/trust/hvt  inc. eot acuras,21800.0
2012,Acura,TL,SH-AWD w/Technology Package,UNKNOWN,Pennsylvania,63283.0,black,black,ahfc/honda lease trust/hvt  inc. eot,22200.0
2012,Nissan,Altima,2.5 S,UNKNOWN,Pennsylvania,35492.0,blue,gray,nissan-infiniti lt,10600.0
2013,Honda,Civic,LX,automatic,Pennsylvania,12144.0,brown,black,ahfc/honda lease trust/hvt  inc.,13400.0
2005,Ford,F-350 Super Duty,Lariat,automatic,Pennsylvania,102205.0,red,beige,tdaf remarketing,16100.0
2013,Nissan,Sentra,FE+ SV,UNKNOWN,Pennsylvania,30680.0,gray,black,nissan-infiniti lt,10400.0
2013,Toyota,Sienna,SE 8-Passenger,automatic,Pennsylvania,31458.0,white,black,cash money cars llc,24700.0
2013,Chevrolet,Black Diamond Avalanche,LT,UNKNOWN,Pennsylvania,21316.0,black,beige,adcock brothers inc,36500.0
2011,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Pennsylvania,40228.0,silver,black,bmw of manhattan inc,32500.0
2012,Chrysler,Town and Country,Touring,UNKNOWN,Pennsylvania,21176.0,gray,black,hann financial services,13900.0
2011,Volkswagen,Routan,SE,UNKNOWN,Pennsylvania,60557.0,—,gray,r hollenshead auto sales inc,13000.0
2013,Lexus,ES 350,Base,UNKNOWN,Pennsylvania,60822.0,—,beige,r hollenshead auto sales inc,22000.0
2012,Acura,TSX,Base,UNKNOWN,Pennsylvania,13559.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,17700.0
2009,Hyundai,Tucson,SE,UNKNOWN,Pennsylvania,27733.0,blue,gray,alans autos,10800.0
2013,Dodge,Grand Caravan,SXT,UNKNOWN,Pennsylvania,64329.0,white,black,dtg operations inc,12100.0
2014,Nissan,Versa,1.6 SV,automatic,Pennsylvania,37740.0,gray,black,avis corporation,10500.0
2014,Chevrolet,Sonic,LT,UNKNOWN,Pennsylvania,12936.0,white,gray,gm remarketing,10400.0
2014,Lexus,LS 460,Base,UNKNOWN,Pennsylvania,6283.0,silver,black,sports car leasing,61900.0
2014,Ford,Focus,SE,manual,Pennsylvania,6073.0,silver,gray,allegiance credit union,10500.0
2010,Mitsubishi,Lancer Evolution,MR Touring,manual,Pennsylvania,61124.0,—,black,car sense incorporated,22300.0
2011,Honda,Civic,LX-S,automatic,Pennsylvania,45724.0,black,black,ahfc/honda lease trust/hvt  inc.,10400.0
2012,Chevrolet,Malibu,LT,automatic,Pennsylvania,61557.0,white,black,the hertz corporation,8300.0
2006,Chevrolet,Equinox,LS,automatic,Pennsylvania,190930.0,black,gray,r hollenshead auto sales inc,2000.0
2005,Mercury,Mountaineer,Convenience,automatic,Pennsylvania,157217.0,—,black,r hollenshead auto sales inc,2400.0
2004,Chevrolet,Suburban,1500 LS,automatic,Pennsylvania,57980.0,green,tan,crossroad motors llc,12800.0
2009,Mercedes-Benz,M-Class,ML350 4MATIC,automatic,Pennsylvania,68786.0,—,tan,r hollenshead auto sales inc,20000.0
2012,Honda,Odyssey,EX-L,UNKNOWN,Pennsylvania,42542.0,black,—,luxury fleet serv inc,21900.0
2014,Toyota,4Runner,SR5,automatic,Pennsylvania,10652.0,white,beige,gateway one lending & finance,29650.0
2010,Acura,MDX,Base,UNKNOWN,Pennsylvania,44290.0,silver,black,royal coast auto inc,21700.0
2013,Ford,F-150,XLT,automatic,Pennsylvania,10980.0,black,gray,canadian auto remarketing,26500.0
2010,Honda,Accord,LX,automatic,Pennsylvania,52574.0,gold,beige,ahfc/honda lease trust/hvt  inc.,8300.0
2013,Volkswagen,Passat,SE PZEV,UNKNOWN,Pennsylvania,34472.0,silver,black,avis corporation,13400.0
2004,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Pennsylvania,104515.0,white,beige,hawthorne auto sales co,2700.0
2014,Kia,Soul,Base,manual,Pennsylvania,5768.0,green,black,kia motors finance,12500.0
2015,Volvo,V60,T5 Drive-E,UNKNOWN,Pennsylvania,25566.0,black,black,avis corporation,22600.0
2012,Honda,Accord,LX-S,automatic,Pennsylvania,24855.0,gray,black,all state motor inc,14600.0
2010,Ford,Transit Connect,Cargo Van XLT,UNKNOWN,Pennsylvania,79865.0,—,gray,ge fleet services for itself/servicer,6800.0
2013,Ford,Escape,SEL,automatic,Pennsylvania,20531.0,black,black,ford motor credit company llc,18000.0
2001,BMW,3 Series,330i,UNKNOWN,Pennsylvania,132228.0,silver,black,r hollenshead auto sales inc,3200.0
2013,Chrysler,300,C,UNKNOWN,Pennsylvania,38633.0,silver,black,adcock brothers inc,19750.0
2008,GMC,Acadia,SLT-2,automatic,Pennsylvania,121018.0,white,gray,crestwood motors inc,11500.0
2014,Chevrolet,Tahoe,LTZ,automatic,Pennsylvania,33678.0,silver,gray,avis corporation,40900.0
2012,Honda,Accord,EX,automatic,Pennsylvania,42644.0,gray,tan,ahfc/honda lease trust/hvt  inc. eot,10700.0
2014,Nissan,Xterra,S,UNKNOWN,Pennsylvania,389.0,blue,gray,nissan north america inc.,20400.0
2014,Infiniti,QX80,Base,UNKNOWN,Pennsylvania,10475.0,black,black,r hollenshead auto sales inc,57750.0
2013,Nissan,Altima,2.5,UNKNOWN,Pennsylvania,23443.0,white,black,alans autos,12900.0
2014,Dodge,Durango,Limited,automatic,Pennsylvania,16235.0,red,black,pv holding inc/gdp,30000.0
2013,Chevrolet,Malibu,LTZ,UNKNOWN,Pennsylvania,23597.0,blue,black,gm financial leasing,16400.0
2010,Toyota,Corolla,S,UNKNOWN,Pennsylvania,50074.0,white,tan,world omni financial corporation,10600.0
2012,Hyundai,Elantra,Limited,UNKNOWN,Pennsylvania,48061.0,white,gray,hyundai motor finance,11600.0
2014,Ford,Fiesta,Titanium,UNKNOWN,Pennsylvania,31498.0,blue,black,avis budget group,10800.0
2014,Chrysler,Town and Country,Touring,automatic,Pennsylvania,19798.0,gray,black,enterprise holdings/gdp,19400.0
2005,Pontiac,Grand Am,SE Fleet,automatic,Pennsylvania,130792.0,white,black,credit acceptance corp/vrs/southfield,900.0
2008,Jaguar,XJ-Series,XJ8 L,automatic,Pennsylvania,75328.0,gray,gray,r hollenshead auto sales inc,15200.0
2012,Chevrolet,Cruze,1LT,UNKNOWN,Pennsylvania,53773.0,white,gray,the hertz corporation,8900.0
2014,Infiniti,Q50,Premium,UNKNOWN,Pennsylvania,15920.0,white,black,nissan infiniti lt,28400.0
2010,Chrysler,300,Touring,automatic,Pennsylvania,24477.0,gold,gray,mercedes benz of wilmington,10000.0
2008,Land Rover,Range Rover Sport,HSE,UNKNOWN,Pennsylvania,78466.0,black,black,manheim imports,20400.0
2015,Mercedes-Benz,GLK-Class,GLK350 4MATIC,UNKNOWN,Pennsylvania,6157.0,—,black,mercedes-benz financial services,37000.0
2012,Chevrolet,Malibu,LS,UNKNOWN,Pennsylvania,28322.0,black,gray,gm financial,11400.0
2013,Hyundai,Elantra,GLS,UNKNOWN,Pennsylvania,42837.0,beige,tan,avis corporation,10700.0
2010,Chevrolet,Equinox,LT2,automatic,Pennsylvania,102347.0,gray,brown,mascio motor car,10900.0
2012,Hyundai,Sonata,Limited,UNKNOWN,Pennsylvania,52382.0,gray,beige,hyundai motor finance,14000.0
2013,Cadillac,ATS,Luxury,UNKNOWN,Pennsylvania,32767.0,silver,black,the hertz corporation,18400.0
2006,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Pennsylvania,100217.0,yellow,black,university of utah credit union,8600.0
2012,Chevrolet,Malibu,LT,UNKNOWN,Pennsylvania,27717.0,black,black,gm financial leasing,12800.0
2012,Hyundai,Elantra,Limited,UNKNOWN,Pennsylvania,13363.0,red,tan,hyundai motor finance,13700.0
2012,Lincoln,MKX,Base,UNKNOWN,Pennsylvania,36456.0,red,black,ford motor credit company llc,23900.0
2013,Honda,Accord,LX,automatic,Pennsylvania,34139.0,gray,black,ahfc/honda lease trust/hvt  inc.,15200.0
2012,Ford,F-150,Lariat,automatic,Pennsylvania,45974.0,black,black,hyundai st constant,33800.0
2014,Chevrolet,Equinox,LT,automatic,Pennsylvania,21595.0,black,black,enterprise veh exchange/rental,20900.0
2012,Chevrolet,Cruze,LS,UNKNOWN,Pennsylvania,30867.0,white,black,gm financial leasing,9900.0
2013,Volvo,XC60,3.2,UNKNOWN,Pennsylvania,15680.0,—,beige,manheim imports,26500.0
2012,Nissan,Frontier,SV,UNKNOWN,Pennsylvania,22485.0,black,gray,nissan-infiniti lt,22200.0
2006,Buick,Lucerne,CX,automatic,Pennsylvania,79814.0,gold,beige,credit acceptance corp/vrs/southfield,3100.0
2012,Toyota,Sienna,XLE 8-Passenger,automatic,Pennsylvania,46607.0,gray,gray,adcock brothers inc,26500.0
2011,Nissan,Rogue,S,automatic,Pennsylvania,40495.0,blue,gray,nissan-infiniti lt,13000.0
2007,BMW,5 Series,530xi,UNKNOWN,Pennsylvania,65511.0,—,beige,r hollenshead auto sales inc,12100.0
2013,Chrysler,200,Limited,UNKNOWN,Pennsylvania,23965.0,brown,beige,adcock brothers inc,21500.0
2012,Mitsubishi,Lancer,Ralliart,UNKNOWN,Pennsylvania,36501.0,blue,black,mmca  inc,15000.0
2014,Mercedes-Benz,E-Class,E350 Sport 4MATIC,UNKNOWN,Pennsylvania,7315.0,black,—,mercedes-benz financial services,45500.0
2012,FIAT,500,Pop,automatic,Pennsylvania,40562.0,—,black,elite motors inc,7100.0
2013,Chevrolet,Equinox,LT,UNKNOWN,Pennsylvania,57788.0,white,black,the hertz corporation,14800.0
2012,Honda,Accord,EX-L,automatic,Pennsylvania,29152.0,black,black,ahfc/honda lease trust/hvt  inc. eot,13200.0
2012,Honda,CR-V,EX-L,automatic,Pennsylvania,34714.0,gray,gray,ahfc/honda lease trust/hvt  inc.,20900.0
2012,BMW,X5,xDrive35d,UNKNOWN,Pennsylvania,45426.0,blue,tan,bmw of sterling,30500.0
2015,Mitsubishi,Outlander,GT,UNKNOWN,Pennsylvania,4038.0,black,beige,mitsubishi motors north america company cars,24300.0
2009,Audi,A5,quattro,UNKNOWN,Pennsylvania,64035.0,gray,black,rjk auto brokers llc,20200.0
2012,Nissan,Rogue,S,UNKNOWN,Pennsylvania,31603.0,silver,gray,nissan-infiniti lt,13800.0
2013,Hyundai,Sonata,GLS,UNKNOWN,Pennsylvania,19527.0,black,gray,hyundai motor finance,12200.0
2013,Honda,Accord,EX,automatic,Pennsylvania,18779.0,white,beige,ahfc/honda lease trust/hvt  inc. eot,17600.0
2012,Nissan,Altima,2.5 S,UNKNOWN,Pennsylvania,47859.0,gray,black,nissan-infiniti lt,10300.0
2013,GMC,Sierra 2500HD,SLE,UNKNOWN,Pennsylvania,14483.0,white,black,scerbo auto leasing inc,29500.0
2011,Nissan,Leaf,SL,automatic,Pennsylvania,45535.0,black,gray,bmw of towson,7000.0
2000,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Pennsylvania,141872.0,blue,gray,hertz remarketing,1600.0
2012,Honda,Accord,EX-L V-6,automatic,Pennsylvania,15982.0,black,tan,ahfc/honda lease trust/hvt  inc. eot,17100.0
2013,Mercedes-Benz,E-Class,E350 Sport,UNKNOWN,Pennsylvania,39763.0,—,black,mercedes-benz/hertz wholesale advantage,26250.0
2012,Nissan,Altima,2.5 S,UNKNOWN,Pennsylvania,28246.0,gold,beige,nissan-infiniti lt,12700.0
2007,Honda,Civic,EX,manual,Pennsylvania,104189.0,gray,gray,faulkner subaru,5000.0
2000,Mitsubishi,Montero Sport,LS,automatic,Pennsylvania,138337.0,red,beige,pennsylvania auto credit,1000.0
2012,Chevrolet,Traverse,LT,automatic,Pennsylvania,103930.0,silver,black,loehmann blasius chevrolet inc,11300.0
2013,Chevrolet,Malibu,LS,UNKNOWN,Pennsylvania,18048.0,blue,gray,gm financial leasing,13800.0
2011,Mazda,Mazda6,i Sport,UNKNOWN,Pennsylvania,34675.0,white,black,jpmorgan chase bank n.a.,11400.0
2007,Acura,RDX,Base,UNKNOWN,Pennsylvania,63745.0,burgundy,beige,n & b motorworks inc,13700.0
2014,Chevrolet,Cruze,2LT,UNKNOWN,Pennsylvania,8614.0,gray,black,gm remarketing,13600.0
2013,GMC,Sierra 1500,Work Truck,automatic,Pennsylvania,12624.0,blue,black,peruzzi pontiac gmc truck inc,16700.0
2012,Infiniti,G Sedan,G25x,UNKNOWN,Pennsylvania,39482.0,white,gray,nissan infiniti lt,18000.0
2014,Ford,Expedition,XLT,automatic,Pennsylvania,22229.0,red,tan,avis budget group,31400.0
2012,Acura,TSX,Base,automatic,Pennsylvania,37158.0,white,black,ahfc/honda lease/trust/hvt  inc. eot acuras,16000.0
2007,Volvo,XC90,3.2,UNKNOWN,Pennsylvania,93761.0,silver,black,r hollenshead auto sales inc,8600.0
2012,Cadillac,SRX,Luxury,UNKNOWN,Pennsylvania,19505.0,white,black,gm financial leasing,28400.0
2012,Acura,TSX,Base,UNKNOWN,Pennsylvania,26426.0,black,black,ahfc/honda lease trust/hvt  inc. eot,15800.0
2012,Lexus,ES 350,Base,automatic,Pennsylvania,94808.0,silver,gray,r hollenshead auto sales inc,16500.0
2014,Ford,Taurus,Limited,UNKNOWN,Pennsylvania,34762.0,red,beige,avis budget group,17400.0
2008,BMW,X5,3.0si,UNKNOWN,Pennsylvania,51063.0,—,beige,r hollenshead auto sales inc,19900.0
2011,Kia,Sorento,Base,UNKNOWN,Pennsylvania,138151.0,black,black,alans autos,9800.0
2014,Toyota,Camry,LE,UNKNOWN,Pennsylvania,13112.0,gray,gray,toyota motor sales usa inc/program,15300.0
2014,Chevrolet,Cruze,2LT,automatic,Pennsylvania,27742.0,white,black,gm remarketing,13000.0
2011,Lexus,IS 350,Base,UNKNOWN,Pennsylvania,24620.0,red,black,adcock brothers inc,25600.0
2006,Mercedes-Benz,S-Class,S55 AMG,UNKNOWN,Pennsylvania,72747.0,black,black,alans autos,18250.0
2008,Ford,Fusion,SE,automatic,Pennsylvania,51859.0,blue,black,towne ford lincoln mazda hyundai,6400.0
2012,Mitsubishi,Lancer,Ralliart,automatic,Pennsylvania,33958.0,blue,black,1 cochran of monroeville,16800.0
2006,BMW,6 Series,650i,automatic,Pennsylvania,89284.0,black,beige,crestwood motors inc,16400.0
2006,Lexus,GS 300,Base,UNKNOWN,Pennsylvania,24565.0,black,beige,pohanka lexus,15300.0
2011,Ford,Edge,Limited,UNKNOWN,Pennsylvania,59434.0,black,beige,adcock brothers inc,18600.0
2010,Mercedes-Benz,C-Class,C300 Sport 4MATIC,UNKNOWN,Pennsylvania,37684.0,black,beige,bard whls,18600.0
2011,Subaru,Legacy,2.5i Premium,UNKNOWN,Pennsylvania,30683.0,gray,black,jpmorgan chase bank n.a.,12200.0
2002,BMW,X5,4.4i,automatic,Pennsylvania,196013.0,gray,gray,r hollenshead auto sales inc,3000.0
2012,Chevrolet,Traverse,LS,automatic,Pennsylvania,62976.0,gray,black,lease plan usa,13400.0
2006,Saturn,VUE,Base,automatic,Pennsylvania,134356.0,green,gray,kly international,3400.0
2011,Nissan,Sentra,2.0 SR,UNKNOWN,Pennsylvania,75778.0,white,gray,nissan-infiniti lt,8000.0
2012,Honda,Accord,SE,automatic,Pennsylvania,36412.0,black,black,ahfc/honda lease trust/hvt  inc. eot,11800.0
2014,Jeep,Cherokee,Trailhawk,UNKNOWN,Pennsylvania,6609.0,gray,black,eastern auto trading inc,28800.0
2012,Honda,Pilot,EX,UNKNOWN,Pennsylvania,35462.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,10800.0
2013,Nissan,Altima,3.5 SL,UNKNOWN,Pennsylvania,23331.0,black,black,nissan-infiniti lt,18900.0
2010,Chevrolet,Malibu,LT2,UNKNOWN,Pennsylvania,55366.0,blue,gray,melvin g rhoades auto sales llc,10300.0
2013,Cadillac,ATS,Luxury,UNKNOWN,Pennsylvania,42620.0,silver,black,the hertz corporation,18400.0
2013,Mercedes-Benz,C-Class,C350 4MATIC,UNKNOWN,Pennsylvania,17837.0,white,black,mercedes benz of pittsburgh,16000.0
2013,Dodge,Dart,SXT,automatic,Pennsylvania,47805.0,white,gray,lancaster car company llc,10700.0
2015,Honda,Pilot,Touring w/Navigation and Rear Entertainment,automatic,Pennsylvania,9023.0,black,black,ted britt ford lincoln,36600.0
2013,Chevrolet,Black Diamond Avalanche,LTZ,automatic,Pennsylvania,9684.0,green,—,salerno duane infiniti llc,38500.0
2010,Chevrolet,Impala,LS,automatic,Pennsylvania,30607.0,gray,black,smail acura,9000.0
2013,Ford,Focus,SE,automatic,Pennsylvania,9578.0,blue,black,ford motor credit company llc,12200.0
