year,make,model,trim,transmission,state,odometer,color,interior,seller,selling_price
2012,BMW,5 Series,528i,automatic,California,29266.0,gray,—,financial services remarketing (lease),30000.0
2010,Kia,Sportage,LX,automatic,California,82831.0,silver,black,guard auto sales,8400.0
2014,Hyundai,Sonata,GLS,automatic,California,13948.0,blue,gray,hyundai motor america,14500.0
2008,Mercedes-Benz,S-Class,S550,automatic,California,53829.0,black,black,volvo of orange county,27500.0
2011,Nissan,Leaf,SL,automatic,California,31841.0,—,beige,nissan-infiniti lt,10100.0
2007,Ford,Focus,ZX4 SE,automatic,California,163879.0,white,gray,800 loan mart,1950.0
2011,BMW,3 Series,328i xDrive,automatic,California,27477.0,white,beige,financial services remarketing/rail cars,21500.0
2013,Mercedes-Benz,E-Class,E350 Sport BlueTEC,automatic,California,14592.0,—,gray,mercedes-benz usa,31000.0
2013,Ford,Focus,SE,automatic,California,41543.0,gray,black,avis rac/san leandro,10000.0
2012,Hyundai,Genesis,3.8,automatic,California,59505.0,black,beige,the hertz corporation,14000.0
2004,Ford,Excursion,Limited,UNKNOWN,California,102063.0,gold,beige,aaero sweet company,15500.0
2012,Honda,Civic,LX,automatic,California,21036.0,gray,gray,myrddin fleet services,11300.0
2012,Toyota,Tundra,Tundra,automatic,California,45514.0,white,gray,toyota financial services,21400.0
2014,Toyota,Tacoma,PreRunner V6,automatic,California,18976.0,gray,gray,bmw alphera/alphera financial services,21250.0
2010,BMW,7 Series,750Li,automatic,California,64010.0,beige,beige,caseys cars inc,28500.0
2014,Kia,Soul,Base,manual,California,4695.0,green,black,valley kia,11500.0
2013,Chevrolet,Silverado 1500,LS,automatic,California,26355.0,blue,black,tdaf remarketing,17500.0
2008,Mercedes-Benz,CLK-Class,CLK350,automatic,California,77773.0,black,black,walters auto sales/service inc,13000.0
2013,BMW,7 Series,750Li,automatic,California,19926.0,white,tan,financial services remarketing (lease),58000.0
2012,MINI,Cooper,S,automatic,California,20620.0,white,—,bmw mini financial services,16500.0
2003,Pontiac,Grand Am,GT,automatic,California,158869.0,red,gray,martin chevrolet,900.0
2009,Chevrolet,Silverado 2500HD,Work Truck,automatic,California,38822.0,white,gray,enterprise fleet management exchange  inc.,20000.0
2008,BMW,3 Series,335i,automatic,California,87122.0,black,black,san diego sports cars,13250.0
2012,Nissan,Altima,2.5 S,automatic,California,55045.0,gray,black,nissan-infiniti lt,11000.0
2013,Chevrolet,Malibu,LT,automatic,California,59907.0,silver,black,the hertz corporation,10700.0
2012,BMW,M3,Base,automatic,California,28223.0,black,black,financial services remarketing (lease),29500.0
2012,Lexus,LS 460,Base,automatic,California,40800.0,black,black,lexus financial services,38400.0
2004,Acura,TL,3.2,automatic,California,71864.0,silver,gray,motor city lexus of bakersfield,10800.0
2013,Chevrolet,Impala,LTZ,automatic,California,43343.0,—,black,enterprise veh exchange/rental,12000.0
2003,Chevrolet,Astro,Base,UNKNOWN,California,123336.0,white,gray,800 loan mart,1500.0
2014,Subaru,Impreza,2.0i Premium PZEV,manual,California,15222.0,white,black,subaru of america,16400.0
2013,Ford,Escape,SE,automatic,California,16804.0,white,gray,ford motor credit company llc pd,19600.0
2012,Chevrolet,Equinox,LS,automatic,California,66082.0,silver,black,b & j car company,13000.0
2005,Infiniti,G35,Base,automatic,California,131007.0,gray,black,zinc auto finance,6600.0
2010,Hyundai,Elantra,Blue,manual,California,70878.0,gray,gray,onemain rem/m&m auto traders,7000.0
1998,Volvo,S70,Base,automatic,California,178677.0,white,brown,skyhigh remarketing inc,350.0
2012,Chevrolet,Volt,Base,automatic,California,35486.0,silver,black,fiserv/usb dealer services northstar exchange,15000.0
2012,Infiniti,G Sedan,G37x,automatic,California,31154.0,brown,black,nissan infiniti lt,18500.0
2001,Lexus,LS 430,Base,automatic,California,274891.0,black,black,onemain rem/fmt enterprises inc,4600.0
2014,Dodge,Journey,SXT,automatic,California,30487.0,orange,black,the motor car group inc,17500.0
2006,Toyota,Corolla,CE,UNKNOWN,California,183761.0,white,gray,ge fleet services for itself/servicer,2700.0
2009,Honda,Odyssey,EX-L,automatic,California,101290.0,blue,gray,pro cars,10600.0
2009,Mitsubishi,Galant,ES,automatic,California,109931.0,off-white,gray,remarketing by ge/xpress rent a car,3500.0
2003,Mercedes-Benz,E-Class,E320,automatic,California,119300.0,silver,black,mercedes benz of laguna niguel,4800.0
2014,BMW,3 Series,328d,automatic,California,12200.0,black,beige,high bid trading co inc,30000.0
2014,Honda,Civic,LX,automatic,California,8953.0,gray,gray,hertz/tra,8500.0
2007,Pontiac,G6,Base,automatic,California,148924.0,silver,gray,palm springs nissan,2400.0
2007,Toyota,Yaris,Base,automatic,California,123802.0,blue,gray,repo remarketing/schools first fcu,1300.0
2014,Ford,Focus,SE,automatic,California,18917.0,gray,black,crb auto finance,12500.0
2013,Mercedes-Benz,E-Class,E350 Sport,automatic,California,23008.0,white,black,mercedes-benz financial services,32500.0
2011,Infiniti,FX,FX35,automatic,California,48901.0,brown,black,nissan infiniti lt,28250.0
2014,Volkswagen,Passat,Wolfsburg Edition PZEV,automatic,California,31044.0,black,black,avis corporation,14700.0
2012,Ford,Transit Connect,Cargo Van XLT,automatic,California,70018.0,—,gray,wheels exchange llc,11000.0
2003,Mercedes-Benz,S-Class,S430,automatic,California,108954.0,silver,—,high bid trading co inc,5400.0
2014,Nissan,Quest,SV,UNKNOWN,California,31466.0,silver,tan,avis corporation,20000.0
2012,BMW,6 Series,650i,automatic,California,26704.0,silver,tan,financial services remarketing (lease),49250.0
2012,Infiniti,G Sedan,G37 Journey,automatic,California,34925.0,gray,black,nissan infiniti lt,17750.0
2005,Honda,Accord,LX,automatic,California,139610.0,gray,gray,infiniti of montclair,5200.0
2013,Chrysler,Town and Country,Limited,automatic,California,42755.0,white,black,bmw alphera/alphera financial services,20250.0
2003,Honda,Odyssey,EX-L,automatic,California,133226.0,blue,gray,credit acceptance corp/vrs/southfield,2900.0
2014,Volkswagen,Jetta,SE PZEV,automatic,California,1216.0,—,black,wheels exchange llc,15100.0
2010,Nissan,Titan,SE,automatic,California,77027.0,gray,black,top star lsg,15000.0
2001,Lincoln,LS,Base,automatic,California,110711.0,gold,tan,skyhigh remarketing inc,2100.0
2007,Chevrolet,Impala,LS,automatic,California,29728.0,—,gray,northwestern chrys/j/d/ge,8200.0
2005,GMC,Yukon,Fleet,automatic,California,107925.0,white,gray,stadium nissan,7600.0
2013,Dodge,Avenger,SE,automatic,California,33785.0,blue,beige,santander consumer,9000.0
2002,Ford,Explorer,XLS,automatic,California,161709.0,white,gray,bmw of monrovia,1600.0
2004,Ford,Explorer,XLT,automatic,California,108386.0,silver,gray,the car exchange,4200.0
2004,Lexus,LS 430,Base,automatic,California,190870.0,black,tan,lucky imports,6500.0
2014,Infiniti,Q50,Premium,automatic,California,15073.0,gray,black,nissan infiniti lt,28000.0
2011,Mercedes-Benz,E-Class,E350,automatic,California,51059.0,red,—,mercedes-benz financial services,27000.0
2012,Infiniti,M,M37,automatic,California,16457.0,gray,black,nissan infiniti lt,28000.0
2013,Chevrolet,Captiva Sport,LS Fleet,automatic,California,37722.0,blue,black,the hertz corporation,11700.0
2008,Pontiac,G6,Value Leader,automatic,California,98149.0,black,black,800 loan mart,2000.0
1991,Mercedes-Benz,500-Class,500SL,automatic,California,175568.0,silver,gray,bob baker jeep,1300.0
2009,Mercedes-Benz,GL-Class,GL450,automatic,California,97136.0,black,black,hoehn motors inc,20000.0
2012,Volkswagen,Passat,SE PZEV,automatic,California,36824.0,white,black,mercedes benz of laguna niguel,13100.0
2012,BMW,3 Series,328i,automatic,California,36617.0,black,black,financial services remarketing (lease),23500.0
2011,Honda,Civic,LX,automatic,California,81429.0,black,gray,wells fargo dealer services,6900.0
2011,Lexus,RX 350,Base,automatic,California,34544.0,black,beige,richard j bartlett jr enterprises,24000.0
2008,Mercedes-Benz,C-Class,C300 Sport,automatic,California,71109.0,white,black,high bid trading co inc,15600.0
2014,Honda,Civic,EX,automatic,California,2804.0,blue,gray,ahfc/honda lease trust/hvt  inc.,17000.0
2005,Mercedes-Benz,C-Class,C240 Luxury,automatic,California,105735.0,white,black,auto remarketing resources,3400.0
2012,Ford,Fusion,SEL,automatic,California,29694.0,—,beige,lease plan usa,12400.0
2001,Chevrolet,Suburban,1500,automatic,California,183927.0,gray,tan,800 loan mart,1300.0
2005,Ford,Freestar,SEL,automatic,California,261786.0,gray,gray,ge fleet services for itself/servicer,1100.0
2012,BMW,5 Series,535i,automatic,California,53487.0,gray,black,financial services remarketing (lease),31250.0
2012,Toyota,Corolla,LE,automatic,California,57628.0,silver,gray,the hertz corporation,11100.0
2013,Ford,Focus,SE,automatic,California,28652.0,silver,—,hertz/tra,3000.0
2013,Mercedes-Benz,E-Class,E350 Sport,automatic,California,13759.0,black,black,mercedes-benz financial services,36000.0
2012,BMW,3 Series,328i,automatic,California,30238.0,white,black,financial services remarketing (lease),24250.0
2008,Lexus,LS 460,Base,automatic,California,97755.0,gray,beige,newport lexus,16100.0
2014,Ford,F-350 Super Duty,XLT,automatic,California,18444.0,white,gray,enterprise vehicle exchange / tra / rental / tulsa,28100.0
2006,Infiniti,G35,Base,automatic,California,67537.0,black,black,bob baker jeep,12750.0
2014,Ford,Mustang,V6,automatic,California,39160.0,red,gray,avis corporation,17400.0
2010,Honda,CR-V,EX-L,automatic,California,47337.0,gray,black,remarketing by ge/chase lease remarketing co,16000.0
2012,Ford,Fusion,SE,automatic,California,33513.0,red,gray,ford motor credit company llc pd,12300.0
2010,BMW,X6,xDrive35i,automatic,California,40104.0,gold,black,mckenna audi/mckenna bmw,32300.0
2012,Kia,Optima,Hybrid,automatic,California,26375.0,white,gray,kearny pearson kia,15400.0
2008,Chrysler,PT Cruiser,Base,automatic,California,103376.0,silver,gray,acura of riverside,3200.0
2013,Chevrolet,Sonic,LT,automatic,California,51624.0,white,black,the hertz corporation,8100.0
2013,Ford,C-Max Hybrid,SEL,automatic,California,72547.0,white,black,the hertz corporation,10900.0
2007,GMC,Yukon,SLE,automatic,California,86548.0,gray,gray,puente hills mitsubishi,15000.0
2011,UNKNOWN,UNKNOWN,UNKNOWN,automatic,California,25110.0,white,black,towbin motorcars,40250.0
2008,Infiniti,G37,Base,automatic,California,93981.0,gray,black,aaero sweet corporation,15500.0
2003,Acura,RSX,Base,automatic,California,106065.0,beige,tan,high bid trading co inc,6400.0
2013,Honda,Civic,LX,automatic,California,33402.0,blue,gray,ahfc/honda lease trust/hvt  inc.,14000.0
2011,Honda,Odyssey,EX-L,automatic,California,51844.0,gray,gray,onemain rem/m&m auto traders,20800.0
2010,Volkswagen,Jetta,TDI,automatic,California,93028.0,gray,black,turlock auto source incorporated,10100.0
2012,Volkswagen,GTI,PZEV,automatic,California,81792.0,—,black,vw credit,13250.0
2013,Hyundai,Veloster,Turbo,UNKNOWN,California,12359.0,black,black,donlen corporation,14000.0
2009,BMW,3 Series,335i,automatic,California,81113.0,black,black,financial services remarketing (lease),13700.0
2012,Nissan,Altima,2.5 S,automatic,California,24895.0,white,gray,nissan-infiniti lt,12500.0
2012,BMW,3 Series,328i,automatic,California,33355.0,gray,black,financial services remarketing (lease),27500.0
2011,Infiniti,G Sedan,G37 Journey,automatic,California,33734.0,blue,black,nissan infiniti lt,20250.0
2012,UNKNOWN,UNKNOWN,UNKNOWN,automatic,California,43039.0,white,black,meridian remarketing,41750.0
2004,Chevrolet,Monte Carlo,LS,automatic,California,111316.0,silver,gray,bmw of monrovia,1300.0
2006,Ford,F-150,FX4,UNKNOWN,California,106131.0,gray,gray,santander consumer,13600.0
2012,Volkswagen,Jetta,SE PZEV,automatic,California,22038.0,black,black,power drive inc,12000.0
2002,Jeep,Wrangler,Sport,automatic,California,144991.0,yellow,black,southwest business corporation,6300.0
2004,honda,pilot,awd,automatic,California,179612.0,gray,gray,bob baker jeep,3700.0
2012,Infiniti,G Sedan,G37 Journey,automatic,California,13601.0,blue,black,nissan infiniti lt,23750.0
2012,GMC,Acadia,Denali,automatic,California,86942.0,black,black,bill wright toyota,22000.0
2014,Scion,tC,Base,manual,California,16142.0,silver,black,toyota financial services,17000.0
2012,Mercedes-Benz,SLK-Class,SLK350,automatic,California,45828.0,gray,gray,mercedes-benz financial services,29500.0
2011,Ford,Focus,SE,automatic,California,62388.0,red,black,m l sim,8100.0
2011,Ford,Focus,SE,automatic,California,134570.0,silver,black,nextgear capital,4200.0
2010,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,California,79688.0,white,gray,vpsi  inc,7800.0
2013,Honda,Civic,LX PZEV,automatic,California,23370.0,brown,black,high bid trading co inc,13250.0
2006,Chevrolet,Impala,LT,automatic,California,94615.0,gray,gray,titlemax/san diego ca2,2700.0
2014,Honda,Accord,EX-L,automatic,California,18116.0,gray,black,american honda motor company,21100.0
2014,Toyota,Corolla,LE,automatic,California,20340.0,black,tan,midway hfc fleet/ars,13600.0
1998,Jaguar,XJ-Series,XJ8L,automatic,California,93783.0,red,—,brad benson motorsports,1000.0
2012,Chevrolet,Cruze,Eco,automatic,California,32450.0,red,black,jimmie johnson kearny mesa chevrolet,11500.0
2004,Acura,TSX,Base,automatic,California,189560.0,white,beige,mercedes benz of laguna niguel,5600.0
2002,Volkswagen,Jetta,GLS 1.8T,automatic,California,105803.0,silver,black,audi beverly hills,1150.0
2015,Jeep,Wrangler,Unlimited Rubicon Hard Rock,automatic,California,12906.0,red,black,prestige autos,35750.0
2013,Mazda,Mazda5,Touring,automatic,California,48302.0,white,gray,avis rac/san leandro,13400.0
1998,Buick,Century,Custom,automatic,California,128295.0,white,gray,lexus of stevens creek,450.0
2004,Nissan,Titan,SE,automatic,California,138222.0,gray,gray,california auto finance,5200.0
2012,Hyundai,Accent,GLS,automatic,California,56763.0,blue,tan,hidalgo motors,8000.0
2004,Chevrolet,Suburban,1500 LS,automatic,California,158645.0,gray,—,boardwalk volkswagen  boardwalk lotus,4300.0
2003,Nissan,Altima,2.5 SL,automatic,California,82364.0,green,gray,mazda of orange,2500.0
2005,Audi,A4,2.0T Avant quattro,manual,California,156881.0,beige,beige,san diego sports cars,3925.0
2012,MINI,Cooper,Base,manual,California,20951.0,white,black,bmw mini financial services,12250.0
2009,Jaguar,XF,Supercharged,automatic,California,80058.0,black,beige,rusnak pasadena jaguar sterling pasadena,15750.0
2014,Honda,CR-V,EX-L,automatic,California,2252.0,black,black,american honda motor company,26250.0
2012,Ford,Mustang,V6,manual,California,33958.0,gray,black,ford motor credit company llc pd,13900.0
2009,Land Rover,Range Rover Sport,HSE,automatic,California,88058.0,white,beige,hoehn motors inc,22500.0
2012,Honda,Crosstour,EX,automatic,California,35424.0,white,beige,ahfc/honda lease trust/hvt  inc. eot,14300.0
1995,Toyota,Camry,LE,automatic,California,241105.0,green,beige,jimmie johnson kearny mesa chevrolet,500.0
2008,Chevrolet,Malibu Classic,LS Fleet,automatic,California,92218.0,white,gray,clear view systems,3600.0
2003,UNKNOWN,UNKNOWN,UNKNOWN,automatic,California,111188.0,black,beige,century dealer services corp,6600.0
2013,Chevrolet,Impala,LT Fleet,automatic,California,40641.0,gray,gray,enterprise veh exchange/rental,12000.0
2008,Scion,tC,Base,automatic,California,82553.0,gray,black,ideal transportation,8300.0
2004,Acura,RL,3.5,automatic,California,71904.0,gold,gray,jpmorgan chase bank n.a.,5500.0
2013,Kia,Sorento,LX,automatic,California,48050.0,silver,gray,kia motors america  inc -lemon law buybacks,12750.0
2014,Infiniti,Q50,Hybrid Sport,automatic,California,1466.0,black,black,nissan north america inc.,37000.0
2008,Kia,Sorento,LX,automatic,California,102127.0,gray,gray,auto remarketing resources,6700.0
2013,Infiniti,G Sedan,G37 Journey,automatic,California,24689.0,blue,black,nissan infiniti lt,19000.0
2013,Nissan,Sentra,SR,automatic,California,14015.0,silver,black,nissan motor acceptance corporation,12750.0
2014,Hyundai,Elantra,SE,automatic,California,11095.0,silver,gray,hyundai motor america,13200.0
2005,Chrysler,PT Cruiser,Touring,automatic,California,112773.0,gold,black,quality acceptance,1900.0
2011,Jaguar,XF,Base,automatic,California,38814.0,black,black,jpmorgan chase bank n.a.,26000.0
2009,Chevrolet,Aveo,LS,automatic,California,98428.0,silver,black,valley kia,4400.0
2007,Audi,A4,2.0T,automatic,California,125304.0,silver,black,santander consumer,3600.0
2003,Honda,CR-V,EX,automatic,California,104073.0,red,brown,honda of el cerrito,6600.0
2001,Chevrolet,Silverado 1500,LS,automatic,California,278362.0,gold,gray,s/s auto wholesale,1800.0
2013,Nissan,Versa,1.6 S Plus,manual,California,33175.0,silver,black,nissan north america inc.,7250.0
2013,Volkswagen,Passat,TDI SE,automatic,California,30738.0,black,black,wheels exchange llc,18100.0
2014,Dodge,Charger,SE,automatic,California,27193.0,gray,gray,california motorsports,20000.0
2010,Honda,Pilot,Touring,automatic,California,69877.0,blue,gray,aaero sweet company,21750.0
2012,Honda,Civic,Hybrid,automatic,California,15752.0,black,gray,ahfc/honda lease trust/hvt  inc. eot,15000.0
2013,Mercedes-Benz,C-Class,C250 Sport,automatic,California,22658.0,black,black,mercedes-benz financial services,22750.0
1998,Volvo,S70,GLT,automatic,California,171170.0,silver,black,charitable auto resource,300.0
2012,Ram,1500,ST,automatic,California,92236.0,blue,black,ge fleet services for itself/servicer,13000.0
2011,Subaru,Impreza,WRX Premium,manual,California,39047.0,gray,black,mercedes benz of laguna niguel,22750.0
2002,Lexus,GS 430,Base,automatic,California,137803.0,silver,beige,high bid trading co inc,5300.0
2013,Kia,Forte,EX,automatic,California,34366.0,black,gray,exeter finance corp,8500.0
2006,Ford,Expedition,XLT,automatic,California,89789.0,white,gray,91 automotive west,9100.0
2015,Hyundai,Sonata,SE,automatic,California,14072.0,black,—,enterprise vehicle exchange / tra / rental / tulsa,6600.0
2012,Ford,Fiesta,SES,automatic,California,40585.0,gray,beige,ford motor credit company llc pd,8900.0
2013,Kia,Rio,LX,automatic,California,40687.0,black,beige,g & a investments inc/avis systems,9500.0
2014,Ford,Fusion,SE,automatic,California,2569.0,white,black,donlen corporation,17900.0
2007,Mercedes-Benz,E-Class,E63 AMG,automatic,California,58699.0,blue,black,walters auto sales/service inc,21250.0
2006,Mercedes-Benz,S-Class,S430,automatic,California,180014.0,gray,black,hoehn motors inc,3500.0
2011,Toyota,Prius,Three,automatic,California,48823.0,blue,gray,northwestern chrys/j/d/ge,13700.0
2009,Dodge,Grand Caravan,SE,automatic,California,101683.0,silver,black,santander consumer,5400.0
2012,Volkswagen,Jetta,TDI,automatic,California,69622.0,red,beige,volkswagen of murrieta,12250.0
2014,Ford,Fusion,SE,automatic,California,33010.0,—,black,lease plan usa,14200.0
2006,Volkswagen,Jetta,2.5 PZEV,automatic,California,100109.0,white,tan,nextgear capital,3400.0
1999,UNKNOWN,UNKNOWN,UNKNOWN,automatic,California,192535.0,white,gray,david wilsons ford of orange,1700.0
2011,Toyota,Camry,XLE,automatic,California,76408.0,green,beige,ideal motors,11600.0
2008,Ford,Escape Hybrid,Base,automatic,California,123211.0,black,beige,donlen corporation,6400.0
2012,Ford,Fusion,SE,automatic,California,61134.0,white,gray,the hertz corporation,10200.0
2012,Volkswagen,Jetta,SE PZEV,automatic,California,30450.0,white,beige,vw credit,12250.0
2013,Infiniti,M,M37,automatic,California,8286.0,gray,black,nissan north america inc.,32000.0
2006,Volvo,XC90,2.5T,automatic,California,99318.0,gray,beige,newport lexus,6600.0
2012,Ford,Edge,SEL,automatic,California,43557.0,silver,black,ford motor credit company llc pd,18000.0
2004,Volvo,XC90,T6,automatic,California,98241.0,red,tan,nvp remarketing,6100.0
2011,Kia,Soul,Base,manual,California,41696.0,silver,black,tycon enterprises,8000.0
2000,toyota,sienna,le,automatic,California,277302.0,white,beige,crown toyota,1500.0
2011,Honda,Accord,LX,automatic,California,54276.0,silver,black,ahfc/honda lease trust/hvt  inc.,13100.0
2013,smart,fortwo,electric drive coupe,automatic,California,22.0,black,black,mercedes-benz usa,9000.0
2002,Chevrolet,Tahoe,LS,automatic,California,183711.0,black,beige,premier chry jeep dge ram of w covina,1600.0
2014,Chevrolet,Impala,LT,automatic,California,12167.0,white,black,enterprise vehicle exchange / tra / rental / tulsa,14000.0
2013,Chevrolet,Captiva Sport,LT Fleet,automatic,California,41628.0,silver,black,enterprise vehicle exchange/orange,12000.0
2010,Mazda,Mazda6,i Grand Touring,automatic,California,57388.0,black,black,remarketing by ge/manheim southern california,6000.0
2013,Nissan,Rogue,S,UNKNOWN,California,22317.0,—,gray,nissan motor acceptance corporation,13500.0
2014,Hyundai,Elantra,SE,automatic,California,24849.0,red,gray,enterprise vehicle exchange / tra / rental / tulsa,11600.0
2012,Chevrolet,Equinox,LT,automatic,California,79123.0,silver,gray,wheels exchange llc,13000.0
2014,Jeep,Grand Cherokee,Limited,automatic,California,31474.0,silver,black,avis rac/san leandro,28300.0
2005,Honda,Civic,EX,automatic,California,78727.0,blue,gray,kearny pearson kia,5500.0
2006,Mazda,MPV,LX,automatic,California,152557.0,silver,gray,tycon enterprises,1700.0
2010,Mazda,Mazdaspeed3,Sport,manual,California,59637.0,gray,black,bmw of murrieta,14500.0
2012,MINI,Cooper Countryman,S ALL4,automatic,California,29050.0,blue,—,bmw mini financial services,20250.0
2004,Jeep,Wrangler,X,manual,California,91930.0,yellow,gray,walters auto sales/service inc,12100.0
2013,Nissan,Altima,2.5,UNKNOWN,California,19604.0,white,black,nissan-infiniti lt,14000.0
2014,Volkswagen,CC,R-Line PZEV,automatic,California,5599.0,gray,black,vw credit,23000.0
2008,Chevrolet,Impala,LS,automatic,California,164250.0,silver,gray,time finance co,3200.0
2013,Lexus,GS 350,Base,automatic,California,21440.0,silver,black,lexus financial services,29200.0
2007,Nissan,Maxima,3.5 SE,automatic,California,109700.0,black,gray,wells fargo dealer services,3700.0
2012,Jeep,Grand Cherokee,Laredo,automatic,California,92610.0,silver,beige,jpmorgan chase bank n.a.,14500.0
2004,Nissan,Sentra,1.8,automatic,California,146243.0,white,beige,bmw of murrieta,2100.0
2014,Nissan,Versa Note,1.6 SV,UNKNOWN,California,949.0,—,black,nissan motor acceptance corporation,11750.0
2008,Ford,Econoline Cargo,E-250,UNKNOWN,California,311618.0,white,gray,santander consumer,4400.0
2013,Honda,Accord,LX-S,manual,California,21312.0,black,gray,san diego sports cars,15300.0
2013,Mazda,CX-9,Touring,automatic,California,42207.0,gray,black,avis rac/san leandro,19800.0
2011,Subaru,Outback,2.5i Premium,automatic,California,52776.0,white,gray,ge fleet services for itself/servicer,13500.0
2009,Land Rover,Range Rover Sport,Supercharged,automatic,California,67769.0,gray,black,onemain rem/m&m auto traders,24000.0
2005,Volkswagen,New Beetle,Dark Flint Edition,automatic,California,235280.0,off-white,black,aaero sweet company,2000.0
2007,Lexus,IS 250,Base,manual,California,84703.0,red,beige,s w corporation,10350.0
2014,Honda,Civic,LX,automatic,California,4031.0,black,black,ahfc/honda lease trust/hvt  inc.,14700.0
2001,UNKNOWN,UNKNOWN,UNKNOWN,automatic,California,56544.0,gold,brown,top 10 motors inc,1000.0
2013,Chevrolet,Suburban,LTZ 1500,automatic,California,61185.0,gold,black,the hertz corporation,29750.0
2014,Honda,Civic,LX,automatic,California,18379.0,burgundy,beige,ahfc/honda lease trust/hvt  inc.,15200.0
2001,Oldsmobile,Aurora,3.5,automatic,California,120275.0,white,gray,jb motor cars,1700.0
2014,Mazda,Mazda6,i Sport,automatic,California,11906.0,red,beige,mazda motors of america inc.,17500.0
2012,Ford,Fusion,SEL,automatic,California,54949.0,blue,black,dtg operations inc,11500.0
2013,Infiniti,G Sedan,G37 Journey,automatic,California,19368.0,white,black,nissan infiniti lt,23000.0
2006,GMC,Sierra 1500,SLT,automatic,California,127004.0,gray,gray,aaero sweet company,8500.0
2014,Lexus,LX 570,Base,automatic,California,9869.0,white,black,ubs wholesale,79750.0
2012,BMW,5 Series,528i,automatic,California,52102.0,gray,gray,financial services remarketing (lease),25000.0
2013,Lexus,ES 350,Base,automatic,California,20738.0,blue,gray,manheim san francisco bay,24000.0
2014,Audi,A8,L 3.0T quattro,automatic,California,33316.0,black,black,skyhigh remarketing inc,51000.0
2004,Lincoln,Navigator,Luxury,UNKNOWN,California,195801.0,gray,gray,billion dodge chrysler jeep,3800.0
2009,Ford,F-150,XLT,automatic,California,107128.0,white,tan,wheels exchange llc,13500.0
1999,Nissan,Maxima,SE,manual,California,198128.0,white,gray,hertz remarketing,550.0
2012,Honda,CR-V,EX,automatic,California,32923.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,18200.0
2012,Kia,Optima,EX,automatic,California,34702.0,silver,gray,kia motors finance,14100.0
2012,Honda,Odyssey,EX-L,automatic,California,18010.0,black,gray,mr m auto group,20000.0
2012,Lexus,HS 250h,Base,automatic,California,24330.0,red,black,toyota motor sales/lexus,23250.0
2013,Nissan,Sentra,S,automatic,California,29258.0,white,beige,santander consumer,10500.0
2004,UNKNOWN,UNKNOWN,UNKNOWN,automatic,California,96469.0,blue,gray,remarketing by ge/manheim riverside,14000.0
2011,BMW,3 Series,328i,automatic,California,30260.0,white,beige,financial services remarketing (lease),19700.0
2009,Ford,Focus,SEL,automatic,California,63818.0,blue,gray,remarketing by ge/drivetime,5500.0
2000,Ford,Focus,LX,manual,California,140357.0,red,gray,diamond auto sales llc,600.0
2007,Honda,Odyssey,EX-L,automatic,California,105379.0,blue,gray,aaero sweet company,10100.0
2008,HUMMER,H3,Alpha,automatic,California,87898.0,silver,black,dutton motor co,15800.0
2005,Ford,F-150,XLT,automatic,California,150419.0,white,gray,hemborg ford,4800.0
2013,Honda,Pilot,EX-L,UNKNOWN,California,23821.0,black,gray,premium auto wholesale,28500.0
2005,Porsche,Cayenne,Turbo,automatic,California,121752.0,silver,black,walters auto sales/service inc,12500.0
2006,Honda,Odyssey,EX,automatic,California,151776.0,blue,gray,honda world,5000.0
2012,Ford,Mustang,V6,automatic,California,61959.0,black,black,dtg operations inc,11900.0
2012,MINI,Cooper,Base,automatic,California,25709.0,blue,black,bmw mini financial services,14000.0
2012,Nissan,Altima,2.5 S,automatic,California,40572.0,silver,black,enterprise vehicle exchange/orange,12000.0
2013,Volkswagen,Passat,SE PZEV,automatic,California,39359.0,black,black,avis corporation,13000.0
2012,Ford,F-150,FX2,automatic,California,45094.0,black,gray,tdaf remarketing,24000.0
2005,GMC,Yukon XL,1500 SLE,automatic,California,109602.0,blue,gray,springleaf financial services/evansville,4900.0
2012,Porsche,Panamera,Base,automatic,California,36010.0,black,tan,porsche financial services,52250.0
2010,Mazda,Mazda6,i Sport,automatic,California,56939.0,silver,black,a l financial corporation,8800.0
2009,Mitsubishi,Eclipse,GT,automatic,California,89312.0,silver,black,remarketing by ge/manheim san diego,8000.0
2004,GMC,Yukon,SLE,automatic,California,152722.0,white,beige,united auto credit/irvine,3600.0
2011,Ford,Escape,Limited,automatic,California,76077.0,gold,black,california auto wholesale,14000.0
2013,Mercedes-Benz,E-Class,E350 Sport,automatic,California,17462.0,—,off-white,mercedes-benz financial services,29000.0
2013,Nissan,Altima,2.5,automatic,California,38551.0,silver,black,avis corporation,13500.0
2011,Subaru,Legacy,3.6R Limited,automatic,California,74781.0,blue,beige,california auto wholesale,14500.0
2005,Honda,Accord,LX,automatic,California,113205.0,gray,gray,honda world,3500.0
2012,Audi,A4,2.0T Premium,automatic,California,22229.0,white,black,vw credit,19250.0
2012,Acura,TSX,Base,automatic,California,27593.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,18300.0
2007,Ford,Ranger,XL,UNKNOWN,California,123693.0,white,gray,northwestern chrys/j/d/ge,4000.0
2014,Kia,Optima,LX,automatic,California,17574.0,red,beige,kia motors america  inc,15900.0
2000,UNKNOWN,UNKNOWN,UNKNOWN,automatic,California,160357.0,white,gray,aaero sweet company,1250.0
