year,make,model,trim,transmission,state,odometer,color,interior,seller,selling_price
2003,Infiniti,G35,Base,automatic,Georgia,170685.0,gray,green,peoples credit company inc,3000.0
2008,Hyundai,Santa Fe,Limited,automatic,Georgia,76903.0,—,beige,remarketing by ge/summit financial corp,10400.0
2012,Toyota,Camry,L,automatic,Georgia,25536.0,blue,gray,world omni financial corporation,13700.0
2011,BMW,X3,xDrive28i,automatic,Georgia,49004.0,blue,tan,best buy auto brokers inc,23800.0
2014,Toyota,Corolla,LE,automatic,Georgia,26755.0,green,gray,hertz/tra,5400.0
2003,Toyota,Highlander,Base,automatic,Georgia,175389.0,beige,tan,nalley lexus smyrna,9200.0
2010,Honda,CR-V,LX,automatic,Georgia,135312.0,burgundy,gray,ahfc/honda lease trust/hvt  inc.,10900.0
2014,Ford,Mustang,V6,automatic,Georgia,11912.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,13800.0
2004,Ford,F-150 Heritage,XL,automatic,Georgia,158446.0,white,gray,lease plan usa,1800.0
2013,Ford,F-150,XLT,automatic,Georgia,45189.0,gray,gray,ars/enterprise,20600.0
2012,Kia,Sorento,LX,automatic,Georgia,44770.0,burgundy,black,fifth third bank,15400.0
2006,Honda,Odyssey,Touring,automatic,Georgia,140660.0,black,tan,momentum motorcars,8000.0
2007,Saturn,Aura,XE,automatic,Georgia,82083.0,—,beige,carworks inc,5200.0
2013,Mercedes-Benz,E-Class,E350 Sport,automatic,Georgia,59644.0,blue,black,the hertz corporation,22900.0
2005,Chevrolet,Equinox,LT,automatic,Georgia,119353.0,silver,gray,santander consumer,3500.0
2002,Ford,Taurus,SE,automatic,Georgia,141738.0,beige,tan,charitable adult rides services/car donating is,900.0
2011,Hyundai,Elantra,GLS,UNKNOWN,Georgia,32887.0,gray,gray,hyundai motor finance,7200.0
2001,Isuzu,Trooper,Limited,automatic,Georgia,201245.0,red,—,autonation volkswagen mall of georgia,1250.0
2004,Ford,Focus,LX,automatic,Georgia,167191.0,gold,gray,charitable adult rides services/car donating is,500.0
2013,Nissan,Altima,2.5,automatic,Georgia,13993.0,black,—,nissan-infiniti lt,14400.0
2001,Acura,CL,3.2,automatic,Georgia,130210.0,black,black,nalley lexus roswell,2500.0
2013,Chrysler,300,Base,automatic,Georgia,25645.0,blue,black,chrysler capital,17300.0
2002,Nissan,Altima,2.5 SL,automatic,Georgia,255952.0,white,tan,asbury automotive group,1200.0
2014,Ford,Edge,Limited,automatic,Georgia,27474.0,black,gray,ars/enterprise,24100.0
2010,Kia,Optima,LX,automatic,Georgia,58157.0,black,tan,nationwide financial inc,7900.0
2007,Lincoln,Navigator L,Luxury,automatic,Georgia,110003.0,white,gray,bill hancock motors,13100.0
2014,Ford,F-150,FX4,automatic,Georgia,14536.0,white,black,ars/thrifty car rental/greer,36000.0
2007,Toyota,Camry,SE V6,automatic,Georgia,112937.0,white,beige,innovative auto llc,7900.0
2010,Chevrolet,Camaro,1LT,automatic,Georgia,81850.0,red,black,wells fargo dealer services,13200.0
2014,Chevrolet,Cruze,LTZ,automatic,Georgia,36014.0,red,black,economy rent a car & sales inc,13500.0
2005,Chevrolet,Silverado 2500HD,LS,automatic,Georgia,72716.0,white,gray,adventure rv & auto sales inc,15700.0
2002,Infiniti,Q45,Base,automatic,Georgia,164154.0,beige,beige,nalley infiniti marietta,3500.0
2007,Jeep,Wrangler,Unlimited Sahara,manual,Georgia,116974.0,black,gray,young motors llc,13400.0
2014,Kia,Soul,+,automatic,Georgia,32932.0,brown,black,avis corporation,14000.0
2011,Toyota,Camry,LE,automatic,Georgia,88186.0,silver,gray,toyota of union city,9500.0
2004,MINI,Cooper,Base,manual,Georgia,155256.0,red,black,barnett finance company,3200.0
2012,BMW,1 Series,128i,automatic,Georgia,41801.0,red,gray,financial services remarketing (lease),22400.0
2012,Lexus,ES 350,Base,automatic,Georgia,14684.0,gray,tan,toyota motor sales usa inc/buyback/lexus,20200.0
2007,Ford,Fusion,SE,automatic,Georgia,103816.0,blue,gray,wells fargo dealer services,3500.0
2000,Toyota,Celica,GT-S,manual,Georgia,154793.0,blue,gray,nalley toyota of roswell,800.0
2013,Toyota,Yaris,LE,automatic,Georgia,44762.0,black,—,car and truck rentals,9100.0
2014,Kia,Forte,LX,automatic,Georgia,34298.0,red,gray,avis corporation,11800.0
2001,GMC,Yukon,SLE,automatic,Georgia,251879.0,white,beige,crown nissan greenville,1700.0
2009,Toyota,Corolla,LE,automatic,Georgia,75455.0,silver,gray,prestige financial services,7500.0
2013,Ford,Focus,SE,automatic,Georgia,18248.0,black,black,ford motor credit company llc pd,11300.0
2012,Nissan,Altima,2.5 S,UNKNOWN,Georgia,51702.0,blue,black,bmw alphera/alphera financial services,10800.0
2013,Bentley,Continental GTC,V8,automatic,Georgia,13221.0,black,black,porsche fin svcs dba bentley financial services,134000.0
2002,Pontiac,Grand Prix,GT,automatic,Georgia,165417.0,brown,tan,asbury automotive group,1300.0
2006,Infiniti,QX56,Base,automatic,Georgia,146729.0,white,black,nalley infiniti decatur,8700.0
2003,Jeep,Grand Cherokee,Laredo,automatic,Georgia,156913.0,silver,gray,sst financial,1000.0
2014,Ford,F-150,XLT,automatic,Georgia,28423.0,blue,gray,ars/ford-lincoln dealer program,27000.0
2013,Nissan,Altima,2.5,automatic,Georgia,27057.0,black,black,nissan-infiniti lt,14900.0
2004,Ford,Mustang,Premium,automatic,Georgia,128055.0,red,black,nalley honda,3300.0
2012,Chevrolet,Malibu,LS,automatic,Georgia,91794.0,brown,tan,leasing associates inc,9200.0
2014,Cadillac,SRX,Luxury,automatic,Georgia,17989.0,gray,black,tdaf remarketing,26000.0
2014,Dodge,Journey,SXT,automatic,Georgia,19913.0,black,black,easy car leasing llc dba brac of birmingham,16600.0
2011,Ram,1500,SLT,automatic,Georgia,37324.0,white,gray,centerpoint auto exchange llc,12800.0
2007,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Georgia,83862.0,blue,gray,chrysler capital,16900.0
2013,Honda,Civic,LX,automatic,Georgia,32433.0,blue,beige,ahfc/honda lease trust/hvt  inc.,12200.0
2011,Chevrolet,Impala,LT Fleet,automatic,Georgia,56269.0,gray,gray,tdaf remarketing,5900.0
2012,Infiniti,M,M37,automatic,Georgia,54319.0,gray,black,nissan infiniti lt,23700.0
2014,Kia,Forte,LX,automatic,Georgia,15175.0,silver,black,kia motors america  inc,10500.0
2012,Mercedes-Benz,C-Class,C250 Sport,automatic,Georgia,50008.0,silver,—,carworks inc,20200.0
2012,Volkswagen,Passat,SE,UNKNOWN,Georgia,21927.0,gray,black,vw credit  inc/pilot,12800.0
2012,MINI,Cooper,Base,manual,Georgia,54757.0,orange,black,bmw mini financial services,10400.0
2003,Ford,Focus,LX,automatic,Georgia,187350.0,blue,—,credit acceptance corp/vrs/southfield,700.0
2013,Infiniti,G Sedan,G37x,automatic,Georgia,48839.0,gray,gray,the hertz corporation,20400.0
2012,BMW,M3,Base,manual,Georgia,33629.0,—,brown,financial services remarketing (lease),37600.0
2011,Acura,TL,Base,automatic,Georgia,54987.0,black,gray,ahfc/honda lease trust/hvt  inc acuras,17900.0
2013,Volkswagen,Passat,SE PZEV,automatic,Georgia,62259.0,black,black,the hertz corporation,11500.0
2009,Kia,Optima,LX,manual,Georgia,67065.0,red,beige,wells fargo dealer services,4500.0
2007,Ford,Explorer,XLT,automatic,Georgia,102452.0,blue,tan,motormax automotive inc,6300.0
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,automatic,Georgia,44966.0,white,tan,global motor sports inc,22200.0
2012,Nissan,Rogue,S,UNKNOWN,Georgia,32013.0,black,gray,nissan-infiniti lt,15000.0
2012,Acura,MDX,Advance Package,automatic,Georgia,31373.0,black,tan,ahfc/honda lease/trust/hvt  inc. eot acuras,27500.0
2006,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Georgia,118066.0,white,tan,carey paul honda,13000.0
2014,Kia,Optima,SX,UNKNOWN,Georgia,1326.0,—,black,kia motors america  inc,20000.0
2012,Infiniti,G Sedan,G37 Journey,automatic,Georgia,26351.0,gray,gray,nissan infiniti lt,22400.0
2012,Ford,Escape,Limited,automatic,Georgia,28278.0,silver,black,ford motor credit company llc pd,14800.0
2014,Kia,Forte,LX,UNKNOWN,Georgia,23014.0,black,black,kia motors america  inc,12100.0
2004,Hyundai,Sonata,GLS,automatic,Georgia,163340.0,black,gray,families first inc,1600.0
2010,Toyota,Corolla,LE,automatic,Georgia,122862.0,black,gray,champion auto exchange,6800.0
2006,Ford,F-250 Super Duty,XL,automatic,Georgia,182615.0,blue,brown,ford-lincoln dealer program,15500.0
2011,Hyundai,Sonata,SE,automatic,Georgia,98540.0,gray,gray,international credit inc,9300.0
2012,Toyota,Corolla,L,automatic,Georgia,19013.0,blue,gray,world omni financial corporation,11700.0
2001,Dodge,Dakota,Sport,automatic,Georgia,191887.0,white,gray,bellamy strickland chev gmc,2000.0
2008,Jeep,Commander,Sport,automatic,Georgia,104214.0,blue,gray,lexus of greenville,7800.0
2006,BMW,M6,Base,automatic,Georgia,75395.0,black,black,toyota of northwest arkansas,24600.0
2004,Chevrolet,Monte Carlo,SS,automatic,Georgia,180240.0,black,black,wells fargo dealer services,3000.0
2004,Infiniti,FX45,Base,automatic,Georgia,123534.0,black,black,cherokee chrysler dodge jeep,7000.0
2012,Honda,Ridgeline,RTL,automatic,Georgia,49229.0,—,gray,carworks inc,24800.0
2003,Nissan,Xterra,SE S/C,automatic,Georgia,183420.0,beige,black,nalley lexus roswell,2600.0
2012,Honda,Accord,EX-L,automatic,Georgia,25932.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,14300.0
2007,Lexus,LS 460,L,automatic,Georgia,81407.0,black,beige,mercedes benz of buckhead,23000.0
2013,Ford,Edge,SE,automatic,Georgia,19759.0,black,black,ford motor credit company llc pd,16400.0
2013,Ford,Fiesta,SE,manual,Georgia,8219.0,purple,black,jim ellis,8300.0
2012,Nissan,Versa,1.8 S,automatic,Georgia,51457.0,red,black,santander consumer,4500.0
2002,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Georgia,185898.0,green,brown,hayes chrysler dodge jeep of gainesville inc,1800.0
2012,Ford,Mustang,V6,automatic,Georgia,60869.0,silver,black,young motors llc,14300.0
2008,Ford,Expedition,XLT,automatic,Georgia,157554.0,black,black,tdaf remarketing,8800.0
2012,Ford,Fusion,SEL,UNKNOWN,Georgia,12721.0,white,beige,ford motor credit company llc pd,16000.0
2010,Toyota,Avalon,Limited,automatic,Georgia,68066.0,black,black,motormax automotive inc,15000.0
2000,Lincoln,LS,V8,automatic,Georgia,76533.0,beige,tan,ari,3550.0
2014,Ford,Mustang,V6,automatic,Georgia,24177.0,black,black,ford motor credit company,23200.0
2011,Toyota,Yaris,Base,automatic,Georgia,101681.0,red,black,gm financial,6100.0
2013,Infiniti,FX,FX37,automatic,Georgia,17051.0,black,brown,nissan infiniti lt,33200.0
2011,Mercedes-Benz,M-Class,ML350 4MATIC,UNKNOWN,Georgia,42011.0,white,gray,mercedes-benz financial services,24750.0
2010,Ford,Escape,XLS,automatic,Georgia,74468.0,beige,gray,santander consumer,8900.0
2014,Ford,Fusion,Titanium,automatic,Georgia,9912.0,—,black,ford motor credit company llc pd,24500.0
2008,Ford,Taurus,SEL,automatic,Georgia,164699.0,burgundy,gray,santander consumer,2300.0
2011,Honda,Civic,DX-VP,automatic,Georgia,16678.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,9300.0
2012,Honda,Pilot,EX,automatic,Georgia,29199.0,gray,gray,ahfc/honda lease trust/hvt  inc. eot,20800.0
2009,Hyundai,Genesis,3.8,automatic,Georgia,126458.0,white,beige,afg/roquemore and roquemore inc,8000.0
2006,Hyundai,Azera,Limited,automatic,Georgia,112962.0,gray,beige,chase automotive,4500.0
2015,Ford,F-250 Super Duty,XLT,automatic,Georgia,14438.0,white,gray,ars/enterprise,34200.0
1997,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Georgia,193415.0,gold,beige,bellamy strickland chev olds pon,3300.0
2013,Nissan,Sentra,SV,automatic,Georgia,50457.0,—,beige,nissan motor acceptance corporation,9700.0
2008,Hyundai,Entourage,GLS,automatic,Georgia,79946.0,red,gray,nalley toyota of roswell,5000.0
2008,Ford,Taurus,Limited,automatic,Georgia,115959.0,white,tan,automobile acceptance corp,5800.0
2013,BMW,X1,xDrive35i,automatic,Georgia,31697.0,black,black,r m hollenshead auto sales inc,27200.0
2014,Dodge,Durango,Limited,automatic,Georgia,23279.0,white,black,enterprise veh exchange/rental,27900.0
2013,Mercedes-Benz,C-Class,C250 Sport,UNKNOWN,Georgia,13962.0,—,tan,mercedes-benz financial services,22250.0
2012,Volkswagen,Passat,SE PZEV,automatic,Georgia,78215.0,blue,black,cameron motor sports,10700.0
2005,Dodge,Ram Pickup 1500,SLT,automatic,Georgia,109340.0,gray,black,hayes chrysler dodge jeep inc,11700.0
2012,Nissan,Rogue,S,automatic,Georgia,24913.0,black,black,nissan marshlling,12000.0
2006,Chevrolet,Impala,LT,automatic,Georgia,68155.0,black,black,nalley bmw,4800.0
2011,Toyota,Camry,LE,automatic,Georgia,120477.0,gray,beige,prestige financial services,7800.0
2009,Nissan,Frontier,SE,manual,Georgia,88950.0,silver,silver,jpmorgan chase bank n.a.,8600.0
2008,Ford,Edge,SEL,automatic,Georgia,76603.0,gray,beige,santander consumer,10700.0
2003,GMC,Envoy,SLE,automatic,Georgia,170722.0,gold,gray,automobile acceptance corp,2200.0
2010,Lincoln,Navigator,Base,automatic,Georgia,43957.0,white,tan,dublin cadillac nissan & gmc,23800.0
2009,Audi,A4,2.0T Premium quattro,automatic,Georgia,112653.0,black,black,santander consumer,9200.0
2005,Hyundai,Elantra,GT,manual,Georgia,102518.0,silver,gray,hennessy mazda buick gmc,2500.0
2014,Ford,Fusion,SE,automatic,Georgia,33218.0,black,black,avis budget group,16600.0
2012,BMW,5 Series,550i,automatic,Georgia,43155.0,black,beige,bmw north america,30200.0
2012,Chevrolet,Express Cargo,2500,automatic,Georgia,85558.0,white,gray,ge fleet services for itself/servicer,13500.0
1999,Mazda,Protege,LX,automatic,Georgia,98515.0,white,tan,charitable adult rides services/car donating is,1200.0
2008,Ford,F-350 Super Duty,Lariat,automatic,Georgia,118460.0,black,gray,ford-lincoln dealer program,18500.0
2012,Nissan,Rogue,S,automatic,Georgia,26251.0,red,gray,td auto finance,16500.0
2007,HUMMER,H2 SUT,Base,automatic,Georgia,125546.0,turquoise,black,momentum motorcars,23400.0
2009,Honda,Ridgeline,RTL,automatic,Georgia,91884.0,white,tan,cherokee chrysler dodge jeep,16000.0
2010,Honda,Accord,EX-L V-6,automatic,Georgia,90501.0,burgundy,beige,capital one auto finance,11000.0
2010,Chevrolet,Camaro,2SS,manual,Georgia,30505.0,blue,gray,carl black chevrolet buick gmc,23000.0
2012,Audi,A4,2.0T Premium quattro,automatic,Georgia,28423.0,black,black,ge fleet services for itself/servicer,21100.0
2012,Acura,TL,Advance Package,automatic,Georgia,62056.0,gray,black,jpmorgan chase bank n.a.,17500.0
2007,Chevrolet,Impala,LS,automatic,Georgia,170104.0,blue,beige,wells fargo dealer services,2100.0
1998,Lincoln,Navigator,Base,automatic,Georgia,206685.0,black,beige,five star chevrolet cadillac,950.0
2011,Infiniti,G Sedan,G37x,automatic,Georgia,27548.0,black,black,nissan infiniti lt,19800.0
2012,Honda,Accord,LX,automatic,Georgia,30699.0,silver,black,ahfc/honda lease trust/hvt  inc. eot,12600.0
2005,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Georgia,167746.0,black,gray,capital one auto finance,500.0
2008,Toyota,Sienna,XLE 7-Passenger,automatic,Georgia,95008.0,white,gray,nalley toyota of roswell,12100.0
2010,Dodge,Caliber,SXT Fleet,automatic,Georgia,104831.0,black,gray,barattini quality cars & trucks inc,5500.0
2004,GMC,Sierra 1500,Base,automatic,Georgia,1.0,gold,beige,automobile acceptance corp,650.0
2012,BMW,3 Series,335i,automatic,Georgia,48396.0,blue,brown,financial services remarketing (lease),26200.0
2012,Toyota,Corolla,S,automatic,Georgia,11835.0,silver,black,world omni financial corporation,14000.0
2009,Chevrolet,Impala,LT,automatic,Georgia,117507.0,gray,gray,jim ellis,4600.0
2003,BMW,3 Series,325i,automatic,Georgia,128990.0,blue,gray,nalley toyota of roswell,5000.0
2007,Suzuki,Grand Vitara,Luxury,automatic,Georgia,50055.0,gray,black,autonation nissan marietta,5100.0
2008,Chevrolet,Silverado 1500,Work Truck,automatic,Georgia,111217.0,white,black,td auto finance,13400.0
2012,Honda,Odyssey,EX,automatic,Georgia,48767.0,silver,gray,ahfc/honda lease trust/hvt  inc. eot,18000.0
2003,Dodge,Ram Pickup 1500,SLT,automatic,Georgia,142861.0,blue,—,remarketing by ge/nextgear capital,5000.0
2003,Honda,Accord,EX V-6,automatic,Georgia,194902.0,silver,black,nextgear capital,2800.0
2010,BMW,3 Series,328i,manual,Georgia,94020.0,black,beige,asbury automotive group,15800.0
2011,Honda,Pilot,EX-L,automatic,Georgia,89485.0,blue,gray,ride rite automobiles llc,16800.0
2010,Infiniti,QX56,Base,automatic,Georgia,86297.0,black,black,diamond lt,21000.0
2013,Nissan,Altima,3.5 SL,automatic,Georgia,28993.0,black,black,nissan motor acceptance corporation,15400.0
2007,Chevrolet,Impala,LT,automatic,Georgia,152342.0,gold,beige,automobile acceptance corp,3000.0
2012,Nissan,Maxima,3.5 SV,automatic,Georgia,35126.0,black,black,nissan-infiniti lt,19000.0
2012,Ford,Edge,SEL,automatic,Georgia,22914.0,white,gray,ford motor credit company llc pd,18000.0
2011,Ford,Fusion,SE,automatic,Georgia,56245.0,gray,gray,capital one auto finance,9900.0
2011,Dodge,Charger,Base,automatic,Georgia,59485.0,white,black,capital one auto finance,9700.0
2004,Dodge,Ram Pickup 1500,SLT,automatic,Georgia,94682.0,red,gray,myrddin fleet services,7300.0
2013,Chevrolet,Impala,LT Fleet,automatic,Georgia,40837.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,11000.0
2011,GMC,Sierra 1500,SL,automatic,Georgia,67070.0,red,black,cameron motor sports,14800.0
2012,Dodge,Durango,SXT,automatic,Georgia,44735.0,black,gray,young motors llc,19900.0
2011,Toyota,RAV4,Limited,automatic,Georgia,43414.0,silver,gray,toyota financial services,17700.0
2012,Toyota,Corolla,L,automatic,Georgia,13425.0,white,gray,world omni financial corporation,11900.0
2014,Ford,Fusion,SE,automatic,Georgia,43621.0,brown,black,ars/avis budget group,13700.0
2008,Mercedes-Benz,CLS-Class,CLS550,automatic,Georgia,92967.0,silver,black,cameron motor sports,17900.0
2012,Ford,Fiesta,SES,automatic,Georgia,54068.0,—,black,ford-lincoln dealer program,7700.0
2010,Acura,TSX,Base,automatic,Georgia,24273.0,black,tan,teamone toyota of gadsden,16300.0
2000,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Georgia,209414.0,silver,gray,gwinnett place honda,1400.0
2009,Lincoln,MKX,Base,automatic,Georgia,126816.0,silver,black,cameron motor sports,9000.0
2013,Nissan,Rogue,S,automatic,Georgia,41595.0,white,black,capital one auto finance,14200.0
2002,Chrysler,Town and Country,Limited,automatic,Georgia,164358.0,silver,gray,car venue llc,2200.0
2012,Hyundai,Sonata,GLS,manual,Georgia,43750.0,red,beige,hyundai motor finance,10100.0
2008,GMC,Acadia,SLT-1,automatic,Georgia,90151.0,gold,gray,davis automotive,13000.0
2012,Nissan,Murano,SL,automatic,Georgia,21691.0,white,beige,nissan-infiniti lt,22700.0
2003,UNKNOWN,UNKNOWN,UNKNOWN,automatic,Georgia,54451.0,green,beige,innovative auto llc,9300.0
2014,Chevrolet,Tahoe,LS,automatic,Georgia,13404.0,black,black,carworks inc,28800.0
1999,BMW,3 Series,328i,automatic,Georgia,149105.0,blue,tan,asbury automotive group,2100.0
2001,Acura,MDX,Base,automatic,Georgia,194654.0,black,tan,nalley toyota of roswell,3100.0
2013,Toyota,Camry,SE,automatic,Georgia,25020.0,black,gray,world omni financial corporation,15800.0
2013,Lexus,ES 350,Base,automatic,Georgia,25609.0,black,beige,lexus financial services,28100.0
2015,Ford,Taurus,Limited,automatic,Georgia,23979.0,white,beige,ars/budget rac of atlanta,22600.0
2006,Mercedes-Benz,CLS-Class,CLS500,automatic,Georgia,38615.0,silver,black,mercedes benz of buckhead,22000.0
2004,Mercury,Mountaineer,Premier,automatic,Georgia,59179.0,white,beige,meridian remarketing,5600.0
2009,Honda,Accord,LX-P,automatic,Georgia,81731.0,blue,gray,jpmorgan chase bank n.a.,7400.0
2005,Toyota,4Runner,SR5,automatic,Georgia,162534.0,silver,gray,innovative auto llc,5600.0
2011,Audi,A4,2.0T Premium quattro,automatic,Georgia,53937.0,black,black,jack ingram motors inc,18800.0
2010,Lexus,HS 250h,Base,automatic,Georgia,60123.0,white,gray,germain lexus,17400.0
1999,Toyota,Camry,CE,automatic,Georgia,142836.0,red,gray,fiat of south atlanta,3200.0
2011,Nissan,Sentra,2.0 SL,automatic,Georgia,64748.0,blue,gray,cameron motor sports,7500.0
2008,Chevrolet,Equinox,LS,automatic,Georgia,116592.0,blue,gray,jpmorgan chase bank n.a.,3500.0
2010,Ford,Taurus,SEL,automatic,Georgia,103350.0,burgundy,black,wells fargo dealer services,8200.0
2007,Dodge,Caliber,SXT,automatic,Georgia,103455.0,white,gray,wells fargo dealer services,2700.0
2011,Dodge,Grand Caravan,Express,automatic,Georgia,99398.0,white,tan,ge fleet services for itself/servicer,6700.0
2006,Ford,F-150,Lariat,automatic,Georgia,117992.0,black,beige,innovative auto llc,9800.0
2003,Infiniti,I35,Base,automatic,Georgia,172413.0,silver,black,auto funding group,1600.0
2012,Hyundai,Accent,SE,UNKNOWN,Georgia,43955.0,black,gray,young motors llc,9300.0
2014,Chevrolet,Camaro,LS,manual,Georgia,41610.0,black,black,carworks inc,16800.0
2012,MINI,Cooper Roadster,S,manual,Georgia,20042.0,white,black,bmw mini financial services,18000.0
2011,Toyota,Camry,LE,automatic,Georgia,82190.0,gold,gray,capital one auto finance,10300.0
2007,Dodge,Charger,Base,automatic,Georgia,162171.0,silver,black,navigator credit union,3700.0
2011,Nissan,Murano,SL,automatic,Georgia,48613.0,gray,tan,innovative auto llc,17800.0
2003,Chevrolet,Astro,Base,automatic,Georgia,175349.0,white,gray,nalley toyota stonecrest,2600.0
2013,Kia,Sportage,Base,automatic,Georgia,23363.0,gray,black,santander consumer,12200.0
2012,Toyota,Camry,SE,automatic,Georgia,51121.0,silver,black,bmw alphera/alphera financial services,13200.0
2014,Nissan,Versa,1.6 SV,manual,Georgia,27345.0,black,black,santander consumer,8800.0
2014,Chrysler,Town and Country,Touring,automatic,Georgia,57335.0,beige,black,the hertz corporation,15200.0
2010,Volkswagen,Routan,SE,automatic,Georgia,55601.0,blue,gray,jim ellis,9600.0
2010,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Georgia,106295.0,white,gray,lease plan usa,11400.0
2011,Chevrolet,Equinox,LTZ,automatic,Georgia,49575.0,beige,brown,gm financial,16700.0
2005,Chevrolet,Avalanche,1500 LS,automatic,Georgia,117186.0,silver,gray,apex automotive llc,9150.0
2006,UNKNOWN,UNKNOWN,UNKNOWN,manual,Georgia,58415.0,gray,brown,innovative auto llc,31800.0
2004,Honda,Accord,LX,automatic,Georgia,67162.0,green,—,tdaf remarketing,5400.0
2008,Toyota,Camry,SE,automatic,Georgia,126847.0,gray,black,cameron motor sports,6900.0
2008,Ford,Fusion,SE,automatic,Georgia,120315.0,beige,beige,southern auto finance co/ft. lauderdale,3000.0
2007,Mitsubishi,Galant,GTS V6,automatic,Georgia,120869.0,white,beige,credit acceptance corp/vrs/southfield,3900.0
2014,Nissan,Altima,2.5 S,automatic,Georgia,41403.0,black,black,avis corporation,14000.0
2012,Ford,Fiesta,SES,automatic,Georgia,50737.0,red,black,ford motor credit company llc pd,8000.0
2015,Kia,Optima,LX,automatic,Georgia,15075.0,blue,gray,kia motors america  inc,16000.0
2014,Ford,Fusion,SE,automatic,Georgia,17311.0,gray,black,avis budget group,17700.0
2013,Lexus,IS 250 C,Base,UNKNOWN,Georgia,20176.0,gray,brown,toyota motor sales usa inc/buyback/lexus,28100.0
2013,Hyundai,Elantra,GLS,automatic,Georgia,27378.0,silver,gray,hyundai motor finance,12400.0
2010,Dodge,Caliber,SXT Fleet,automatic,Georgia,60528.0,white,gray,wells fargo dealer services,5200.0
2007,Cadillac,Escalade,Base,automatic,Georgia,83004.0,black,black,tdaf remarketing,14800.0
2010,Honda,Accord Crosstour,EX-L,automatic,Georgia,135324.0,black,black,remktgedge / cars / carfinance capital llc,9900.0
2011,Toyota,Corolla,LE,automatic,Georgia,83492.0,black,gray,cameron motor sports,7900.0
2010,MINI,Cooper Clubman,Base,automatic,Georgia,103639.0,red,black,cameron motor sports,8400.0
2002,Chevrolet,TrailBlazer,LTZ,automatic,Georgia,136660.0,white,gray,us auto sales inc,3700.0
2009,Mazda,CX-9,Sport,automatic,Georgia,91496.0,burgundy,tan,carworks inc,10600.0
2009,Ford,Expedition,XLT,automatic,Georgia,107469.0,black,gray,bill hancock motors,11400.0
2006,Toyota,Camry Solara,SE,automatic,Georgia,174947.0,white,gray,gwinnett place honda,3700.0
2013,Hyundai,Elantra,GLS,automatic,Georgia,14633.0,silver,black,hyundai motor finance,13600.0
2008,BMW,3 Series,335i,automatic,Georgia,66191.0,gray,brown,hendrick honda easley,12600.0
2006,Toyota,Sequoia,Limited,automatic,Georgia,162765.0,black,tan,nica auto broker,6100.0
2013,BMW,M6,Base,automatic,Georgia,11168.0,blue,white,bank of america,69000.0
2011,GMC,Terrain,SLE-1,automatic,Georgia,84681.0,black,black,munter motor cars,11900.0
2014,Chrysler,Town and Country,Touring,automatic,Georgia,34515.0,gray,black,young motors llc,16700.0
2013,Toyota,Corolla,LE,automatic,Georgia,40889.0,gray,gray,toyota financial services/enterprise,11900.0
2014,Kia,Sedona,LX,UNKNOWN,Georgia,32153.0,white,gray,kia motors america  inc,14600.0
2014,Dodge,Charger,R/T,automatic,Georgia,19808.0,orange,black,easy car leasing llc dba brac of birmingham,23100.0
2013,Dodge,Avenger,SE,UNKNOWN,Georgia,39696.0,UNKNOWN,UNKNOWN,dt credit corporation,2400.0
2013,Dodge,Dart,SE,manual,Georgia,25252.0,blue,gray,innovative auto llc,10900.0
2013,Chevrolet,Sonic,LT,automatic,Georgia,52954.0,white,white,avis corporation,8700.0
2010,Mercury,Mariner,Premier,automatic,Georgia,109465.0,gray,black,santander consumer,7000.0
2011,Volkswagen,Jetta,SE PZEV,automatic,Georgia,25024.0,black,gray,budget rac of atlanta,9400.0
2014,Ford,Fusion,SE,automatic,Georgia,33536.0,white,beige,avis budget group,13200.0
2007,Ford,Edge,SEL Plus,automatic,Georgia,206261.0,gray,black,bellamy strickland chev olds pon,6500.0
2004,Acura,TSX,Base,manual,Georgia,149335.0,gray,gray,roswell auto brokers inc,5700.0
2012,Honda,Accord,SE,automatic,Georgia,34235.0,black,black,ahfc/honda lease trust/hvt  inc. eot,13700.0
2011,Volkswagen,Eos,Lux SULEV,automatic,Georgia,25267.0,black,red,lexus of greenville,18400.0
2012,Nissan,Altima,2.5,automatic,Georgia,59965.0,black,black,nissan-infiniti lt,12600.0
2014,Ford,F-150,Lariat,automatic,Georgia,13198.0,black,tan,ars/thrifty car rental/greer,34600.0
2013,Chevrolet,Cruze,1LT,automatic,Georgia,53243.0,white,black,the hertz corporation,9700.0
2014,Ford,Fusion,SE,automatic,Georgia,38121.0,gray,black,ars/avis budget group,14200.0
2006,BMW,X5,3.0i,automatic,Georgia,161476.0,silver,gray,wells fargo dealer services,4500.0
