year,make,model,trim,transmission,state,odometer,color,interior,seller,selling_price
2011,Ford,Escape,XLS,automatic,Florida,66877.0,—,tan,lease plan usa,9400.0
2014,Hyundai,Elantra GT,Base,automatic,Florida,15316.0,silver,gray,enterprise vehicle exchange / tra / rental / tulsa,9700.0
2007,Chrysler,300,Base,automatic,Florida,116643.0,blue,black,courtesy chrysler jeep dodge,6000.0
2005,Chrysler,Sebring,Limited,automatic,Florida,85655.0,black,gray,courtesy nissan of tampa,3000.0
2010,Mazda,Mazda3,i Sport,automatic,Florida,72872.0,blue,black,santander consumer,7500.0
2005,Toyota,Camry,LE,automatic,Florida,118172.0,gray,gray,coral springs honda,4800.0
2007,BMW,3 Series,328i,automatic,Florida,101209.0,black,beige,afs acceptance llc,7500.0
2013,Toyota,Corolla,S,manual,Florida,26683.0,black,black,onesource/kendall toyota,14200.0
2012,Kia,Sedona,LX,automatic,Florida,60620.0,white,beige,dtg operations inc,10600.0
2014,Ford,Fusion,SE,automatic,Florida,17073.0,—,black,avis budget group,18600.0
2012,Lexus,IS 250,Base,automatic,Florida,49650.0,gray,black,lexus financial services,19200.0
2015,Nissan,Versa Note,1.6 SV,automatic,Florida,12961.0,blue,black,nissan motor acceptance corporation,9600.0
2013,Dodge,Grand Caravan,SXT,automatic,Florida,75433.0,silver,black,rental car finance corp/(pen),9801.0
2012,Mazda,Mazda3,i Touring,automatic,Florida,34537.0,gray,black,jpmorgan chase bank n.a.,8400.0
2014,Chevrolet,Cruze,2LT,automatic,Florida,36323.0,black,beige,avis corporation,12700.0
2012,Infiniti,G Sedan,G37 Journey,automatic,Florida,32524.0,gray,beige,central florida auto gallery inc,20400.0
2012,Lexus,ES 350,Base,automatic,Florida,12151.0,black,beige,lexus financial services,22600.0
2014,Ford,Focus,SE,automatic,Florida,20728.0,UNKNOWN,UNKNOWN,avis budget group,12500.0
2012,Nissan,Versa,1.6 S,manual,Florida,51756.0,silver,black,pnc bank  national association,7400.0
2014,Nissan,Versa Note,1.6 SV,automatic,Florida,23415.0,gray,black,florida auto financial group,9800.0
2008,Mazda,Mazda3,s Touring,automatic,Florida,124954.0,red,black,central florida postal credit union,5800.0
2013,Chrysler,Town and Country,Touring,automatic,Florida,70707.0,white,black,the hertz corporation,12700.0
2011,Nissan,Maxima,3.5 SV,automatic,Florida,33712.0,black,black,nissan-infiniti lt,18200.0
2006,Infiniti,M35,Base,automatic,Florida,148726.0,black,black,remarketing by ge/space coast credit union,6600.0
2013,Ford,Explorer,XLT,automatic,Florida,30539.0,—,black,ford motor credit company llc pd,24700.0
2012,Lexus,GX 460,Premium,automatic,Florida,35164.0,beige,beige,zimmerman auto brokers inc,44000.0
2008,Mazda,CX-9,Grand Touring,automatic,Florida,56935.0,silver,black,napleton's palm beach acura,12700.0
2008,Dodge,Magnum,SXT,automatic,Florida,130516.0,gray,gray,suncoast credit corporation,3700.0
2011,Ford,Edge,SE,automatic,Florida,48897.0,blue,beige,santander consumer,11400.0
2000,Honda,Accord,LX,automatic,Florida,94019.0,silver,blue,autonation chevrolet pembroke pines,2300.0
2012,Audi,Q5,2.0T Premium quattro,automatic,Florida,34796.0,black,black,audi pembroke pines,24200.0
2004,Acura,TSX,Base,automatic,Florida,172003.0,black,beige,zimmerman auto brokers inc,4600.0
2014,Ford,Fusion,SE,automatic,Florida,26612.0,—,black,avis budget group,16400.0
2011,Mercedes-Benz,C-Class,C300 Sport,automatic,Florida,38970.0,gray,black,capital one auto finance,17300.0
2011,Toyota,Camry,LE,automatic,Florida,71361.0,silver,gray,mercedes benz of north orlando,9300.0
2008,Dodge,Caliber,SXT,automatic,Florida,64063.0,white,gray,santander consumer,6800.0
2013,Kia,Soul,Base,manual,Florida,42913.0,white,black,j c auto world inc,9200.0
2009,Chevrolet,Tahoe,LS,automatic,Florida,131550.0,gray,black,remarketing by ge/space coast credit union,11400.0
2012,Ford,Fusion,SEL,automatic,Florida,31568.0,black,black,ford motor credit company llc pd,12500.0
1998,Lexus,GS 300,Base,automatic,Florida,210118.0,blue,tan,beaver toyota of st augustine,2100.0
2014,Jeep,Grand Cherokee,Summit,automatic,Florida,41070.0,gray,black,chrysler group llc,32200.0
2013,Nissan,Altima,2.5,UNKNOWN,Florida,43745.0,silver,black,enterprise veh exchange/rental,12800.0
2009,Toyota,Matrix,Base,automatic,Florida,57736.0,white,black,capital one auto finance,4800.0
2012,Acura,MDX,Technology Package,automatic,Florida,20948.0,silver,beige,d&a fine cars,31200.0
2013,Nissan,Altima,2.5,automatic,Florida,13225.0,silver,—,nissan-infiniti lt,16400.0
2007,Nissan,Maxima,3.5 SL,automatic,Florida,92402.0,black,black,nicholas financial inc/clearwater,7300.0
2009,Mercedes-Benz,C-Class,C300 Luxury,automatic,Florida,54305.0,gray,gray,mercedes benz of tampa,14900.0
2013,Nissan,Altima,2.5,automatic,Florida,16014.0,beige,beige,nissan-infiniti lt,14200.0
2013,Lexus,GS 350,Base,automatic,Florida,19064.0,silver,gray,lexus financial services,33500.0
2014,Jeep,Cherokee,Latitude,UNKNOWN,Florida,11064.0,white,—,enterprise vehicle exchange / tra / rental / tulsa,12800.0
2012,Toyota,Tacoma,PreRunner,automatic,Florida,52286.0,silver,gray,r k chevrolet inc,18800.0
2013,Toyota,Camry,LE,automatic,Florida,41379.0,blue,gray,avis corporation,13700.0
2014,Dodge,Grand Caravan,SXT,automatic,Florida,39171.0,red,black,avis corporation,16400.0
2012,Chrysler,Town and Country,Touring,automatic,Florida,66077.0,red,black,autobuy,12600.0
2014,Chevrolet,Silverado 1500,LTZ,automatic,Florida,18350.0,gray,black,award auto sales and leasing inc,37000.0
2014,Kia,Optima,LX Hybrid,automatic,Florida,9565.0,blue,gray,kia motors america  inc,16300.0
2015,Hyundai,Veloster,Turbo,automatic,Florida,2071.0,red,black,hyundai motor america/co car,22200.0
2012,Toyota,Corolla,L,automatic,Florida,35047.0,black,gray,world omni financial corporation,10400.0
2010,Mercedes-Benz,M-Class,ML350 4MATIC,automatic,Florida,61339.0,black,black,autobuy,19600.0
2013,Nissan,Versa,1.6 S Plus,manual,Florida,22964.0,black,black,nissan-infiniti lt,9300.0
2012,Nissan,Maxima,3.5 SV,automatic,Florida,23407.0,gray,black,nissan-infiniti lt,19200.0
2000,Cadillac,DeVille,DHS,UNKNOWN,Florida,93824.0,white,beige,courtesy hyundai,1900.0
2007,BMW,3 Series,328i,automatic,Florida,97593.0,white,beige,capital one auto finance,9700.0
2014,Ford,F-150,XL,automatic,Florida,15339.0,white,gray,u-haul,19200.0
2013,Volkswagen,CC,R-Line PZEV,automatic,Florida,39627.0,white,beige,vw credit,16200.0
2013,Ford,Edge,SEL,automatic,Florida,24506.0,—,black,ford motor credit company llc pd,22700.0
2011,Toyota,Venza,Base,automatic,Florida,24400.0,red,gray,world omni financial corporation,17000.0
2014,Lincoln,MKZ,Base,automatic,Florida,15127.0,—,beige,ford motor credit company,25500.0
2005,Chevrolet,Colorado,ZQ8,automatic,Florida,135508.0,yellow,gray,autonation chevrolet fort lauderdale,2900.0
2013,Ford,Focus,SE,automatic,Florida,58322.0,—,black,ars/avis budget group,9300.0
2010,Chevrolet,HHR,LS,automatic,Florida,80099.0,black,gray,gateway one lending & finance,4000.0
2014,Dodge,Charger,SE,automatic,Florida,24147.0,silver,black,pv holding inc/gdp,15700.0
2009,Dodge,Challenger,R/T,manual,Florida,103754.0,silver,black,tdaf remarketing,13900.0
2013,Infiniti,G Sedan,G37x,automatic,Florida,15346.0,black,beige,nissan infiniti lt,24000.0
2011,Jaguar,XJ,Base,automatic,Florida,49528.0,white,beige,jpmorgan chase bank n.a.,31400.0
2005,Chevrolet,Malibu,Base,automatic,Florida,202347.0,white,gray,autonation chevrolet greenacres,1100.0
2013,Mazda,Mazda5,Sport,automatic,Florida,56978.0,silver,black,the hertz corporation,10200.0
2013,Ford,Escape,SE,automatic,Florida,73130.0,gray,black,dtg operations inc,12300.0
2015,Toyota,RAV4,LE,automatic,Florida,9524.0,red,black,bmw alphera/alphera financial services,20000.0
2013,Lexus,GS 350,Base,automatic,Florida,57480.0,black,tan,tdaf remarketing,30000.0
2012,Honda,Civic,LX,automatic,Florida,34921.0,black,gray,zimmerman auto brokers inc,11800.0
2014,Jeep,Wrangler,Unlimited Sport,automatic,Florida,13169.0,gray,black,chrysler group llc,25600.0
2014,BMW,3 Series,320i,automatic,Florida,19951.0,black,black,lauderdale imports ltd bmw pembrok pines,22800.0
2014,Audi,A6,2.0T Premium,automatic,Florida,18114.0,black,tan,prestige audi,32500.0
2014,Toyota,Corolla,S,automatic,Florida,21818.0,blue,black,onesource/toyota of hollywood,14000.0
2011,Nissan,Sentra,2.0 SL,automatic,Florida,35060.0,white,tan,arg inc,8100.0
2011,Buick,Regal,CXL Turbo,automatic,Florida,42800.0,black,tan,suntrust bank,14000.0
2013,Dodge,Avenger,SE,automatic,Florida,56341.0,gray,black,dtg operations inc,9600.0
2012,Toyota,Corolla,LE,automatic,Florida,22406.0,gold,beige,world omni financial corporation,11500.0
2010,Audi,A5,2.0T Premium quattro,UNKNOWN,Florida,81982.0,gray,gray,wells fargo dealer services,18300.0
2013,Kia,Sorento,EX,automatic,Florida,36478.0,green,beige,kia motors finance,20300.0
2013,Ford,Focus,SE,automatic,Florida,30590.0,gray,black,regional acceptance corporation / greenville,8800.0
2010,Jeep,Wrangler,Unlimited Rubicon,UNKNOWN,Florida,80444.0,black,gray,tdaf remarketing,24400.0
2003,Ford,Escape,XLS Popular,UNKNOWN,Florida,194883.0,green,gray,dt inventory,800.0
2001,Acura,MDX,Touring,automatic,Florida,173196.0,gray,black,crown acura,2500.0
2011,Jeep,Grand Cherokee,Laredo,automatic,Florida,96123.0,white,gray,auto sails inc,19300.0
2013,Nissan,Rogue,SV,automatic,Florida,58672.0,black,black,the hertz corporation,12800.0
2009,Hyundai,Santa Fe,GLS,automatic,Florida,79094.0,gray,gray,dt credit corporation,8000.0
2010,Mazda,Mazda3,i Sport,automatic,Florida,64465.0,blue,—,courtesy toyota of brandon,6200.0
2010,Toyota,Corolla,S,automatic,Florida,66582.0,silver,black,wells fargo dealer services,9100.0
2008,BMW,3 Series,328i,automatic,Florida,72717.0,green,beige,flag/landrover southpointe,10200.0
2012,Kia,Soul,Base,automatic,Florida,29068.0,black,black,regional acceptance corporation / greenville,10600.0
2012,Nissan,Altima,2.5 S,automatic,Florida,10163.0,blue,black,nissan-infiniti lt,12400.0
2014,Chevrolet,Silverado 1500,LT,automatic,Florida,11778.0,black,black,braman motors,31800.0
2014,Chevrolet,Impala,LT,UNKNOWN,Florida,21093.0,silver,black,gm remarketing,18200.0
2008,Dodge,Caliber,SXT,automatic,Florida,83606.0,black,black,primeritus remarketing/crescent bank & trust,3400.0
2013,Ford,Explorer,XLT,automatic,Florida,24177.0,white,beige,ford motor credit company llc,26100.0
2014,Mercedes-Benz,E-Class,E550 Sport 4MATIC,automatic,Florida,20799.0,—,black,mercedes-benz financial services,46750.0
2004,Cadillac,CTS,Base,automatic,Florida,141096.0,green,beige,public service credit union,1100.0
2012,Volkswagen,GTI,Base,automatic,Florida,20895.0,gray,black,vw credit prequalified,19400.0
2013,Nissan,Rogue,S,automatic,Florida,39906.0,black,black,nissan motor acceptance corporation,14200.0
2002,Honda,Odyssey,EX-L,automatic,Florida,195316.0,gray,gray,east coast financial,1500.0
2012,Toyota,Corolla,S,automatic,Florida,27212.0,gray,black,world omni financial corporation,10950.0
2014,Chevrolet,Impala,LS Fleet,automatic,Florida,17052.0,gray,gray,gm remarketing,17600.0
2005,Nissan,Altima,2.5,automatic,Florida,102881.0,gray,black,coggin honda of ft pierce,4700.0
2012,Lexus,RX 350,Base,automatic,Florida,27869.0,gray,black,lexus financial services,30400.0
2014,Chevrolet,Impala Limited,LT Fleet,automatic,Florida,22598.0,red,black,gm remarketing,13700.0
2009,Land Rover,Range Rover,Supercharged,automatic,Florida,83794.0,white,—,dab auto world & leasing,29000.0
2012,Toyota,Camry,LE,automatic,Florida,15959.0,silver,gray,world omni financial corporation,11600.0
2012,Nissan,Altima,2.5 S,automatic,Florida,6422.0,blue,beige,nissan-infiniti lt,14100.0
2008,Subaru,Outback,2.5I,automatic,Florida,116511.0,gray,black,tdaf remarketing,7600.0
2010,Ford,Ranger,XL,automatic,Florida,54331.0,white,gray,flexco fleet services,6100.0
2012,Audi,A4,2.0T Premium,automatic,Florida,26023.0,silver,—,prestige audi,19200.0
2012,Infiniti,G Sedan,G25,automatic,Florida,30914.0,black,gray,infiniti financial services,17000.0
2010,Infiniti,QX56,Base,automatic,Florida,30329.0,white,beige,toyota financial services,31000.0
2012,Mercedes-Benz,C-Class,C250 Sport,automatic,Florida,14620.0,black,beige,ebenzz motors,21200.0
2014,Nissan,Altima,2.5 S,automatic,Florida,26246.0,white,beige,remarketing by ge/tech auto sales inc,12000.0
2012,Lexus,GX 460,Base,automatic,Florida,55887.0,white,beige,firkins chrysler jeep dodge,36300.0
2013,Hyundai,Elantra,GLS,automatic,Florida,14997.0,white,tan,hyundai of new port richey,10000.0
2013,Scion,xB,Base,UNKNOWN,Florida,37672.0,gray,black,world omni financial corporation,10500.0
2011,Chevrolet,Malibu,LS,automatic,Florida,76057.0,white,gray,santander consumer,7100.0
2015,Ford,Explorer,Limited,automatic,Florida,17926.0,silver,beige,enterprise veh exchange/rental,29600.0
2012,BMW,1 Series,128i,manual,Florida,43609.0,gray,beige,johnson lexus of raleigh,18100.0
2013,Mitsubishi,Outlander Sport,SE,automatic,Florida,22093.0,black,black,gm financial,13900.0
2008,BMW,X5,4.8i,automatic,Florida,63969.0,black,black,d&a fine cars,20400.0
2011,Infiniti,G Sedan,G37x,automatic,Florida,30162.0,silver,black,nissan infiniti lt,18400.0
2012,Lincoln,MKZ,Base,automatic,Florida,20504.0,red,beige,ford motor credit company llc,15300.0
2011,BMW,5 Series Gran Turismo,550i,automatic,Florida,15826.0,black,black,lauderdale bmw of fort lauderdale,30900.0
2011,Chrysler,200,Touring,automatic,Florida,44819.0,black,black,sullivan auto group llc,10500.0
2003,Acura,TL,3.2,automatic,Florida,135956.0,gray,black,acura of gainesville,3400.0
2002,Mercedes-Benz,CLK-Class,CLK320,automatic,Florida,55301.0,silver,gray,nextgear capital,1100.0
2010,MINI,Cooper,S,automatic,Florida,45718.0,green,black,remarketing by ge/space coast credit union,9800.0
2012,Nissan,Altima,2.5,automatic,Florida,54148.0,silver,black,autonation nissan kendall,12900.0
2012,Nissan,Altima,2.5 S,automatic,Florida,42280.0,blue,black,nissan-infiniti lt,13000.0
2013,Hyundai,Elantra,GLS,automatic,Florida,22404.0,gray,gray,merchants leasing,10500.0
2012,Chevrolet,Equinox,LS,automatic,Florida,43125.0,white,black,gm financial leasing,14200.0
2002,Chevrolet,S-10,LS,manual,Florida,100540.0,blue,gray,remarketing by ge/community cu of florida,2400.0
2010,Mazda,Mazda3,i SV,manual,Florida,85278.0,burgundy,beige,enterprise veh exchange/rental,6000.0
2014,Hyundai,Sonata,GLS,automatic,Florida,31453.0,blue,gray,king hyundai,13800.0
2011,BMW,3 Series,335i,automatic,Florida,37377.0,white,beige,financial services remarketing (lease),25025.0
2012,Chevrolet,Silverado 1500,Work Truck,automatic,Florida,76867.0,white,gray,ari,11000.0
2014,Chrysler,Town and Country,Touring,automatic,Florida,17021.0,gold,black,hertz corporation/gdp,19600.0
1999,Ford,Ranger,XLT,manual,Florida,225065.0,black,gray,rick case hyundai inc,700.0
2012,Toyota,4Runner,Limited,automatic,Florida,145906.0,white,beige,firkins chrysler jeep dodge,30000.0
2008,Suzuki,Forenza,Base,automatic,Florida,81180.0,gold,gray,santander consumer,800.0
2014,Nissan,Maxima,3.5 SV,automatic,Florida,5783.0,white,beige,nissan north america inc.,25600.0
2013,Hyundai,Elantra,GLS,automatic,Florida,23838.0,black,gray,hyundai of new port richey,12900.0
2002,GMC,Savana Cargo,3500,automatic,Florida,145558.0,white,gray,autonation nissan miami,1900.0
2003,Lexus,LS 430,Base,automatic,Florida,163056.0,white,gray,gen x motors,7600.0
2002,Honda,Accord,LX,automatic,Florida,148500.0,white,tan,coral springs honda,2500.0
2013,Ford,Focus,SE,automatic,Florida,53437.0,white,black,the hertz corporation,9400.0
1993,Honda,Accord,LX,automatic,Florida,226307.0,silver,gray,autonation ford jacksonville,900.0
2006,Dodge,Magnum,SXT,automatic,Florida,88408.0,gray,—,whetstone partners,3200.0
2006,Hyundai,Azera,Limited,automatic,Florida,127880.0,silver,gray,innovate loan servicing corp,2700.0
2014,Ram,3500,Tradesman,automatic,Florida,7700.0,white,gray,tdaf remarketing,37800.0
2007,Toyota,Sienna,CE 7-Passenger,automatic,Florida,78189.0,white,tan,d&a fine cars,8000.0
2013,Toyota,Camry,LE,automatic,Florida,47692.0,white,beige,avis corporation,13300.0
2012,Hyundai,Sonata,GLS,automatic,Florida,28523.0,blue,gray,hyundai motor finance,12800.0
2013,Lexus,RX 350,Base,automatic,Florida,30069.0,black,black,lexus of north miami,33000.0
2014,Ford,Mustang,V6,automatic,Florida,13097.0,black,black,avis budget group,20500.0
2013,Hyundai,Sonata,GLS,automatic,Florida,88915.0,silver,gray,santander consumer,9200.0
2014,Scion,FR-S,Base,automatic,Florida,3494.0,blue,black,onesource/mega auto group inc,20800.0
2014,BMW,4 Series,435i,manual,Florida,5503.0,black,black,transworld auto finance & leasing,38000.0
2001,Ford,Mustang,Base,automatic,Florida,107922.0,green,tan,autonation ford miami,1100.0
2012,Nissan,Altima,2.5 S,UNKNOWN,Florida,43817.0,black,brown,nissan-infiniti lt,14400.0
2013,Nissan,Leaf,SV,automatic,Florida,24131.0,white,black,nissan-infiniti lt,8000.0
2013,Lexus,GS 350,Base,automatic,Florida,26529.0,black,gray,lexus financial services,30000.0
2013,Nissan,Rogue,S,automatic,Florida,32393.0,black,gray,td auto finance,13500.0
2011,Ford,F-150,XLT,automatic,Florida,92790.0,beige,beige,car collection of tampa inc,14500.0
2013,Chevrolet,Impala,LS Fleet,automatic,Florida,55572.0,red,black,the hertz corporation,9600.0
2014,Honda,Civic,LX,automatic,Florida,18588.0,burgundy,gray,gte fcu,13600.0
2012,Chevrolet,Traverse,LS,automatic,Florida,52942.0,silver,gray,lease plan/ray chevrolet,13700.0
2014,Chevrolet,Camaro,LT,UNKNOWN,Florida,16245.0,yellow,black,enterprise vehicle exchange / tra / rental / tulsa,10000.0
2013,Dodge,Grand Caravan,SE,automatic,Florida,28375.0,gold,beige,the bancorp bank,14600.0
2010,Hyundai,Tucson,Limited,automatic,Florida,117286.0,brown,gray,firkins chrysler jeep dodge,10800.0
2015,Nissan,Pathfinder,SV,automatic,Florida,12288.0,blue,tan,enterprise veh exchange/rental,24400.0
2013,Chrysler,300,S,automatic,Florida,29492.0,black,red,santander consumer,23400.0
2004,BMW,5 Series,525i,automatic,Florida,135362.0,black,black,lauderdale bmw of fort lauderdale,5200.0
2010,Dodge,Charger,SXT Fleet,automatic,Florida,89062.0,gray,black,grow financial fcu,8300.0
2007,Chevrolet,Avalanche,LT,automatic,Florida,172800.0,black,black,meridian remarketing,7500.0
2015,Chevrolet,Impala,LT,automatic,Florida,9550.0,red,black,gm remarketing,22400.0
2012,Toyota,RAV4,Limited,automatic,Florida,16635.0,black,tan,world omni financial corporation,20250.0
2012,Toyota,Prius Plug-in,Base,automatic,Florida,31247.0,gray,gray,toyota financial services,17900.0
2013,Kia,Forte,EX,automatic,Florida,30380.0,black,black,regional acceptance corporation / greenville,9700.0
2006,Dodge,Charger,SRT-8,automatic,Florida,76964.0,red,black,coggin nissan,12800.0
2007,Chrysler,Aspen,Limited,automatic,Florida,151259.0,silver,gray,wells fargo dealer services,4200.0
2004,Hyundai,XG350,Base,automatic,Florida,180154.0,off-white,tan,autonation toyota winter park,1100.0
2005,Honda,Element,EX,automatic,Florida,139721.0,blue,black,coggin honda,3900.0
2013,Cadillac,ATS,Standard,automatic,Florida,17760.0,gold,tan,us bank,20400.0
2012,Honda,CR-V,EX-L,automatic,Florida,30875.0,red,tan,universal nissan,20600.0
2012,Nissan,Altima,2.5 S,automatic,Florida,28302.0,black,black,nissan-infiniti lt,14800.0
2014,Chevrolet,Cruze,LTZ,automatic,Florida,19066.0,gray,—,gm remarketing,14900.0
2011,Toyota,Highlander,Base,automatic,Florida,70731.0,blue,tan,herrin gear chevrolet co inc,15800.0
2014,Chevrolet,Camaro,LT,automatic,Florida,14657.0,silver,—,gm remarketing,24200.0
2005,Toyota,Prius,Base,automatic,Florida,123622.0,silver,gray,santander consumer,4200.0
2014,Ford,Fusion Hybrid,Titanium,automatic,Florida,25152.0,—,black,avis budget group,19500.0
2008,Porsche,Cayenne,Base,automatic,Florida,73516.0,gray,black,the collection,13700.0
2013,Toyota,Yaris,LE,automatic,Florida,50312.0,white,gray,ciscon llc,8500.0
1998,Toyota,Camry,LE,automatic,Florida,210953.0,white,gray,hertz remarketing,2000.0
2006,Nissan,Pathfinder,LE,automatic,Florida,151229.0,red,gray,autonation toyota winter park,5000.0
2014,Buick,Enclave,Leather Group,automatic,Florida,24887.0,gray,brown,gm remarketing,30300.0
2013,Nissan,Altima,2.5,automatic,Florida,45850.0,white,black,nissan-infiniti lt,12600.0
2014,Chevrolet,Cruze,1LT,automatic,Florida,21631.0,red,black,gm remarketing,12300.0
2012,Hyundai,Sonata,GLS,automatic,Florida,34678.0,gray,gray,auto depot of orlando inc,12000.0
2012,Honda,Pilot,EX,automatic,Florida,18170.0,black,gray,autonation honda miami lakes,21600.0
2001,Mitsubishi,Eclipse Spyder,GS,automatic,Florida,72090.0,red,beige,autonation honda miami lakes,1400.0
2011,Nissan,Maxima,3.5 SV,automatic,Florida,48501.0,white,tan,nissan-infiniti lt,18200.0
2013,Lexus,IS 250,Base,automatic,Florida,18524.0,blue,beige,lexus financial services,21600.0
2014,Chevrolet,Captiva Sport,LT Fleet,automatic,Florida,23955.0,silver,black,gm remarketing,16800.0
2014,Chrysler,Town and Country,Touring,automatic,Florida,13956.0,white,black,enterprise holdings/gdp,20000.0
2014,Chevrolet,Cruze,2LT,automatic,Florida,27541.0,blue,black,gm remarketing,13500.0
2014,Honda,Civic,LX,automatic,Florida,14934.0,black,gray,caprock auto remarketing,13500.0
2012,Infiniti,G Sedan,G25,automatic,Florida,22040.0,gray,beige,nissan infiniti lt,19400.0
2012,Toyota,Camry,XLE,automatic,Florida,28151.0,white,gray,toyota financial services,18500.0
2004,Chevrolet,Corvette,Base,manual,Florida,112405.0,red,black,remarketing by ge/west financial acceptance,12500.0
2014,Ram,1500,Tradesman,automatic,Florida,14287.0,white,gray,bb&t asset disposal,25000.0
2002,Kia,Sportage,Base,manual,Florida,121573.0,gray,gray,b and m auto group,750.0
2011,Mercedes-Benz,C-Class,C300 Sport,automatic,Florida,28136.0,white,—,mercedes-benz financial services,20750.0
2008,Lincoln,MKZ,Base,UNKNOWN,Florida,148867.0,white,beige,dt credit corporation,4100.0
2013,Nissan,Maxima,3.5 S,automatic,Florida,68134.0,white,black,sw1 remarketing,12900.0
2002,Volkswagen,New Beetle,GLS,automatic,Florida,80413.0,silver,gray,sheehan buick gmc  inc,1500.0
2013,Buick,Verano,Leather Group,automatic,Florida,54618.0,silver,black,the hertz corporation/gm,11600.0
2013,Hyundai,Sonata,GLS,automatic,Florida,32417.0,gray,gray,hyundai motor finance,13300.0
2014,Nissan,Sentra,SV,UNKNOWN,Florida,30874.0,black,gray,ez rent a car inc,12700.0
2004,Suzuki,Aerio,SX,UNKNOWN,Florida,136756.0,white,black,north palm hyundai,450.0
2014,Dodge,Journey,SE,automatic,Florida,23169.0,silver,black,remarketing by ge/manheim central florida,14000.0
2014,Subaru,Forester,2.5i Premium PZEV,manual,Florida,22202.0,black,gray,o'brien hyundai of fort meyers,19500.0
2010,Chevrolet,Silverado 1500,LT,automatic,Florida,76994.0,red,black,santander consumer,17800.0
2013,Chevrolet,Captiva Sport,LT Fleet,automatic,Florida,52819.0,silver,gray,the hertz corporation,11900.0
2014,Ford,E-Series Van,E-150,automatic,Florida,4501.0,—,gray,ge fleet services for itself/servicer,19500.0
2014,Ford,Focus,SE,automatic,Florida,16978.0,—,white,avis budget group,13400.0
2012,Ford,Edge,SE,automatic,Florida,39138.0,—,black,ford motor credit company llc pd,16200.0
2013,Ford,Explorer,XLT,automatic,Florida,62973.0,gray,black,the hertz corporation,21900.0
2007,Ford,F-150,King Ranch,automatic,Florida,182398.0,green,brown,mid florida fcu,6900.0
2013,Chevrolet,Camaro,LS,manual,Florida,19523.0,white,black,capital one auto finance,17000.0
2013,Lexus,RX 350,Base,automatic,Florida,20628.0,gold,beige,lexus financial services,31600.0
2013,Toyota,Camry,SE,automatic,Florida,18307.0,white,black,world omni financial corporation,15800.0
2008,Kia,Sorento,LX,UNKNOWN,Florida,118836.0,black,brown,remarketing by ge/atlanta enterprises llc,3000.0
2011,Ford,Explorer,Limited,automatic,Florida,36765.0,gold,gray,lauderdale infiniti,23000.0
1997,Toyota,Camry,CE,automatic,Florida,194035.0,gold,beige,autonation ford fort lauderdale,1400.0
2013,Ford,Mustang,GT,manual,Florida,19711.0,black,black,tdaf remarketing,35700.0
2013,Honda,Pilot,EX-L,automatic,Florida,23785.0,gray,black,rick case honda,26200.0
2014,Ford,Mustang,V6,automatic,Florida,32977.0,black,black,ars/avis budget group,19000.0
2005,Honda,Accord,LX,automatic,Florida,110340.0,gold,beige,nicholas financial inc/clearwater,4700.0
2015,Chevrolet,Silverado 2500HD,LT,automatic,Florida,7313.0,white,black,express car & truck rental,41000.0
2014,Lexus,LS 460,Base,automatic,Florida,6366.0,white,beige,lexus financial services,64500.0
2014,Nissan,Altima,2.5 S,automatic,Florida,33793.0,white,black,enterprise veh exchange/rental,13700.0
2013,Audi,Q5,2.0T Premium quattro,automatic,Florida,24164.0,white,tan,prestige audi,27000.0
2012,Lexus,ES 350,Base,automatic,Florida,18748.0,white,beige,lexus financial services,23500.0
2013,Nissan,Rogue,S,automatic,Florida,41591.0,gray,black,nissan-infiniti lt,11400.0
2015,Jeep,Wrangler,Unlimited Sahara,automatic,Florida,10601.0,black,black,tdaf remarketing,31900.0
2013,Ford,Escape,S,automatic,Florida,136826.0,black,black,auto sails inc,10900.0
2002,Ford,Explorer,XLT,UNKNOWN,Florida,204629.0,silver,gray,courtesy nissan of tampa,900.0
2009,Toyota,Corolla,LE,automatic,Florida,75057.0,green,gray,santander consumer,7500.0
2012,Lexus,CT 200h,Premium,automatic,Florida,25545.0,white,black,lexus financial services,21000.0
2013,Toyota,Corolla,L,automatic,Florida,9681.0,silver,gray,santander consumer,13500.0
2012,Infiniti,G Sedan,G25,automatic,Florida,26318.0,gray,gray,nissan infiniti lt,17200.0
2005,Hyundai,Tucson,GLS,automatic,Florida,211706.0,blue,gray,remarketing by ge/sw1 remarketing,1500.0
2010,Honda,Accord Crosstour,EX,automatic,Florida,43675.0,gray,beige,fountain auto mall,13900.0
2014,Toyota,Camry,LE,automatic,Florida,3429.0,white,gray,world omni financial corporation,18100.0
2007,Chevrolet,Malibu,LS Fleet,automatic,Florida,17158.0,white,gray,metro ford inc,2500.0
2014,Ford,F-150,XLT,automatic,Florida,36107.0,—,gray,ars/avis budget group,24200.0
2012,Toyota,Camry,XLE,automatic,Florida,38761.0,gold,beige,onesource/mega auto group inc,15000.0
2011,Infiniti,G Sedan,G37 Journey,automatic,Florida,72023.0,black,beige,nissan infiniti lt,17000.0
2013,Chevrolet,Spark,2LT,automatic,Florida,48923.0,silver,gray,the hertz corporation,7500.0
2012,Ford,Explorer,Limited,automatic,Florida,38174.0,blue,brown,ford motor credit company llc pd,27000.0
2010,Dodge,Avenger,SXT,automatic,Florida,86049.0,black,black,remarketing by ge/space coast credit union,5500.0
